Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
891.025	0.000	-0.006	0.049	0.033
891.087	0.006	-0.006	0.057	0.033
891.150	0.000	0.000	0.049	0.041
891.212	-0.006	-0.006	0.057	0.041
891.275	0.000	-0.006	0.057	0.041
891.337	-0.006	-0.006	0.057	0.049
891.400	-0.006	-0.006	0.049	0.041
891.463	-0.006	0.000	0.041	0.041
891.525	-0.006	-0.006	0.033	0.033
891.588	-0.006	0.000	0.049	0.033
891.650	-0.006	0.000	0.049	0.033
891.713	-0.006	-0.006	0.057	0.041
891.775	0.000	-0.012	0.049	0.041
891.838	0.000	0.006	0.041	0.041
891.900	0.000	0.006	0.041	0.041
891.963	-0.006	0.000	0.041	0.041
892.026	-0.006	0.000	0.041	0.025
892.088	0.000	0.000	0.049	0.041
892.151	-0.006	0.000	0.041	0.033
892.213	-0.006	0.006	0.033	0.033
892.276	0.000	-0.006	0.041	0.033
892.338	0.000	-0.006	0.049	0.041
892.401	0.000	-0.006	0.057	0.057
892.463	0.000	0.000	0.057	0.049
892.526	0.000	0.006	0.049	0.025
892.588	0.000	0.000	0.049	0.033
892.651	-0.006	0.006	0.057	0.041
892.714	0.000	0.000	0.049	0.033
892.776	-0.012	0.000	0.057	0.041
892.839	0.006	-0.006	0.049	0.033
892.901	-0.006	-0.006	0.049	0.033
892.964	0.000	0.000	0.057	0.033
893.026	-0.006	-0.006	0.066	0.041
893.089	-0.006	0.000	0.041	0.033
893.151	0.000	0.000	0.074	0.041
893.214	0.000	0.000	0.057	0.033
893.277	0.000	0.006	0.041	0.041
893.339	0.000	0.000	0.041	0.041
893.402	0.000	0.000	0.041	0.025
893.464	0.000	0.000	0.041	0.025
893.527	0.000	0.006	0.066	0.041
893.589	-0.006	0.006	0.057	0.041
893.652	-0.006	0.000	0.049	0.033
893.714	0.000	-0.012	0.057	0.041
893.777	0.000	0.000	0.041	0.041
893.839	0.000	0.000	0.066	0.033
893.902	0.000	-0.006	0.057	0.033
893.965	-0.006	0.000	0.033	0.033
894.027	0.000	0.000	0.041	0.033
894.090	-0.006	-0.006	0.049	0.033
894.152	-0.012	0.000	0.049	0.025
894.215	-0.006	0.006	0.057	0.049
894.277	-0.006	-0.012	0.057	0.033
894.340	-0.006	-0.006	0.041	0.041
894.402	-0.012	0.000	0.049	0.041
894.465	0.000	-0.006	0.049	0.041
894.528	-0.012	0.006	0.066	0.033
894.590	0.000	0.000	0.057	0.025
894.653	-0.006	-0.006	0.057	0.041
894.715	-0.006	0.006	0.041	0.033
894.778	0.006	0.000	0.049	0.033
894.840	0.000	0.006	0.057	0.041
894.903	-0.006	-0.012	0.057	0.041
894.965	0.000	-0.006	0.066	0.033
895.028	0.000	-0.006	0.057	0.025
895.090	-0.006	0.000	0.049	0.025
895.153	-0.006	0.000	0.066	0.033
895.216	0.006	0.000	0.049	0.025
895.278	0.000	0.000	0.057	0.025
895.341	0.000	-0.006	0.057	0.025
895.403	-0.006	-0.006	0.041	0.033
895.466	-0.006	0.000	0.066	0.033
895.528	-0.012	-0.012	0.049	0.033
895.591	0.000	-0.012	0.033	0.033
895.653	0.000	0.006	0.041	0.033
895.716	0.006	-0.006	0.041	0.033
895.779	0.000	-0.006	0.041	0.033
895.841	-0.006	-0.006	0.057	0.033
895.904	0.000	-0.006	0.057	0.025
895.966	-0.006	-0.006	0.049	0.033
896.029	-0.006	-0.012	0.041	0.049
896.091	0.000	0.000	0.057	0.033
896.154	-0.006	-0.006	0.049	0.033
896.216	0.000	0.000	0.049	0.041
896.279	0.000	0.000	0.049	0.041
896.341	-0.006	-0.006	0.049	0.033
896.404	-0.006	-0.012	0.041	0.033
896.467	0.000	0.000	0.049	0.033
896.529	0.000	0.006	0.066	0.041
896.592	-0.006	-0.006	0.049	0.057
896.654	0.006	0.000	0.049	0.041
896.717	-0.006	-0.006	0.049	0.033
896.779	-0.006	0.000	0.049	0.041
896.842	-0.006	0.000	0.041	0.033
896.904	0.000	0.000	0.066	0.041
896.967	-0.018	0.000	0.033	0.041
897.030	-0.006	0.000	0.049	0.016
897.092	-0.006	-0.006	0.057	0.041
897.155	0.000	-0.006	0.041	0.033
897.217	-0.006	0.000	0.049	0.041
897.280	0.000	0.000	0.049	0.033
897.342	-0.012	-0.006	0.041	0.033
897.405	-0.006	0.000	0.041	0.033
897.467	-0.006	-0.006	0.066	0.041
897.530	-0.006	0.006	0.041	0.033
897.592	0.000	0.000	0.057	0.033
897.655	0.000	0.000	0.049	0.041
897.718	-0.006	-0.006	0.025	0.025
897.780	-0.006	-0.006	0.057	0.033
897.843	0.000	-0.006	0.049	0.033
897.905	0.006	-0.006	0.057	0.041
897.968	0.000	-0.006	0.041	0.033
898.030	0.000	0.006	0.057	0.033
898.093	-0.006	0.006	0.049	0.033
898.155	-0.006	-0.006	0.049	0.033
898.218	0.000	-0.006	0.057	0.041
