Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
1876.938	12.795	27.928	-0.229	0.041
1877.000	12.953	28.299	-0.180	0.033
1877.063	13.118	28.665	-0.139	0.033
1877.125	13.282	29.060	-0.098	0.033
1877.188	13.458	29.450	-0.074	0.041
1877.251	13.617	29.840	-0.049	0.049
1877.313	13.775	30.223	-0.016	0.033
1877.376	13.909	30.552	-0.000	0.033
1877.438	14.025	30.856	0.016	0.033
1877.501	14.140	31.106	0.033	0.041
1877.563	14.238	31.319	0.041	0.033
1877.626	14.317	31.490	0.057	0.033
1877.688	14.360	31.605	0.066	0.033
1877.751	14.408	31.703	0.066	0.041
1877.814	14.469	31.818	0.082	0.041
1877.876	14.524	31.952	0.090	0.041
1877.939	14.597	32.123	0.082	0.041
1878.001	14.652	32.251	0.090	0.041
1878.064	14.694	32.348	0.098	0.033
1878.126	14.737	32.458	0.106	0.025
1878.189	14.792	32.537	0.098	0.033
1878.251	14.810	32.598	0.115	0.025
1878.314	14.840	32.640	0.098	0.041
1878.376	14.834	32.665	0.106	0.033
1878.439	14.840	32.671	0.123	0.033
1878.502	14.828	32.652	0.131	0.033
1878.564	14.798	32.592	0.123	0.033
1878.627	14.755	32.476	0.106	0.033
1878.689	14.694	32.342	0.115	0.033
1878.752	14.609	32.165	0.123	0.041
1878.814	14.500	31.916	0.115	0.033
1878.877	14.347	31.575	0.131	0.033
1878.939	14.146	31.149	0.123	0.033
1879.002	13.885	30.582	0.131	0.041
1879.065	13.605	29.949	0.123	0.041
1879.127	13.306	29.292	0.123	0.033
1879.190	13.014	28.658	0.115	0.033
1879.252	12.728	28.037	0.123	0.025
1879.315	12.478	27.465	0.115	0.033
1879.377	12.259	26.978	0.139	0.033
1879.440	12.046	26.528	0.139	0.033
1879.502	11.863	26.114	0.123	0.025
1879.565	11.681	25.724	0.123	0.033
1879.627	11.498	25.310	0.123	0.041
1879.690	11.303	24.884	0.131	0.033
1879.753	11.121	24.476	0.139	0.041
1879.815	10.932	24.074	0.139	0.033
1879.878	10.767	23.690	0.131	0.033
1879.940	10.579	23.295	0.115	0.041
1880.003	10.408	22.917	0.131	0.041
1880.065	10.232	22.515	0.147	0.033
1880.128	10.043	22.107	0.123	0.033
1880.190	9.854	21.669	0.139	0.033
1880.253	9.635	21.206	0.139	0.041
1880.316	9.416	20.725	0.131	0.033
1880.378	9.209	20.244	0.147	0.033
1880.441	8.977	19.751	0.123	0.033
1880.503	8.770	19.289	0.139	0.025
1880.566	8.551	18.783	0.139	0.033
1880.628	8.320	18.308	0.131	0.041
1880.691	8.107	17.827	0.147	0.033
1880.753	7.888	17.340	0.139	0.033
1880.816	7.650	16.847	0.139	0.033
1880.878	7.425	16.336	0.139	0.033
1880.941	7.194	15.812	0.139	0.033
1881.004	6.981	15.356	0.131	0.025
1881.066	6.780	14.893	0.139	0.041
1881.129	6.573	14.442	0.131	0.033
1881.191	6.372	13.998	0.131	0.025
1881.254	6.165	13.547	0.147	0.033
1881.316	5.903	12.999	0.139	0.041
1881.379	5.635	12.391	0.123	0.049
1881.441	5.343	11.757	0.123	0.041
1881.504	5.044	11.088	0.139	0.041
1881.567	4.752	10.442	0.123	0.041
1881.629	4.411	9.693	0.139	0.033
1881.692	4.028	8.859	0.131	0.033
1881.754	3.602	7.922	0.147	0.041
1881.817	3.133	6.875	0.147	0.033
1881.879	2.615	5.760	0.139	0.041
1881.942	2.098	4.616	0.131	0.041
1882.004	1.586	3.489	0.131	0.033
1882.067	1.087	2.400	0.131	0.033
1882.129	0.630	1.383	0.123	0.041
1882.192	0.192	0.427	0.147	0.041
1882.255	-0.216	-0.480	0.123	0.033
1882.317	-0.618	-1.357	0.115	0.041
1882.380	-0.995	-2.191	0.123	0.041
1882.442	-1.360	-2.988	0.115	0.041
1882.505	-1.720	-3.762	0.115	0.041
1882.567	-2.067	-4.553	0.106	0.033
1882.630	-2.420	-5.302	0.082	0.033
1882.692	-2.736	-6.002	0.098	0.033
1882.755	-3.059	-6.714	0.098	0.033
1882.818	-3.357	-7.372	0.082	0.041
1882.880	-3.656	-8.023	0.090	0.033
1882.943	-3.942	-8.675	0.057	0.025
1883.005	-4.234	-9.326	0.066	0.041
1883.068	-4.539	-9.966	0.082	0.049
1883.130	-4.837	-10.623	0.066	0.041
1883.193	-5.141	-11.305	0.066	0.033
1883.255	-5.427	-11.938	0.057	0.033
1883.318	-5.720	-12.578	0.033	0.033
1883.380	-6.018	-13.223	0.066	0.041
1883.443	-6.310	-13.862	0.049	0.033
1883.506	-6.609	-14.508	0.025	0.033
1883.568	-6.907	-15.165	0.049	0.041
1883.631	-7.193	-15.829	0.033	0.033
1883.693	-7.479	-16.431	0.025	0.033
1883.756	-7.735	-16.992	0.033	0.033
1883.818	-7.954	-17.491	0.016	0.025
1883.881	-8.161	-17.960	0.008	0.033
1883.943	-8.368	-18.410	0.008	0.033
1884.006	-8.581	-18.861	0.016	0.033
1884.069	-8.819	-19.409	0.016	0.041
1884.131	-9.080	-19.987	0.016	0.033
1884.194	-9.312	-20.492	-0.000	0.041
1884.256	-9.531	-21.004	-0.000	0.033
1884.319	-9.732	-21.418	-0.000	0.025
1884.381	-9.902	-21.783	0.008	0.041
1884.444	-10.079	-22.179	-0.016	0.033
1884.506	-10.262	-22.581	-0.008	0.033
1884.569	-10.481	-23.062	-0.000	0.033
1884.631	-10.712	-23.597	-0.025	0.033
1884.694	-10.968	-24.133	-0.025	0.033
1884.757	-11.217	-24.693	-0.025	0.025
1884.819	-11.473	-25.241	-0.000	0.033
1884.882	-11.704	-25.771	-0.025	0.033
1884.944	-11.930	-26.264	-0.016	0.033
1885.007	-12.137	-26.702	-0.025	0.041
1885.069	-12.325	-27.141	-0.033	0.025
1885.132	-12.502	-27.524	-0.033	0.033
1885.194	-12.691	-27.902	-0.033	0.041
1885.257	-12.861	-28.291	-0.025	0.041
1885.320	-13.026	-28.669	-0.041	0.041
1885.382	-13.202	-29.052	-0.033	0.033
1885.445	-13.379	-29.430	-0.041	0.033
1885.507	-13.531	-29.777	-0.033	0.033
1885.570	-13.689	-30.124	-0.033	0.041
1885.632	-13.829	-30.447	-0.033	0.033
1885.695	-13.957	-30.739	-0.057	0.033
1885.757	-14.079	-30.982	-0.049	0.049
1885.820	-14.188	-31.214	-0.033	0.033
1885.882	-14.280	-31.415	-0.057	0.033
1885.945	-14.353	-31.579	-0.049	0.033
1886.008	-14.414	-31.713	-0.049	0.033
1886.070	-14.462	-31.804	-0.074	0.033
1886.133	-14.499	-31.908	-0.066	0.041
1886.195	-14.560	-32.024	-0.082	0.033
1886.258	-14.633	-32.176	-0.074	0.033
1886.320	-14.676	-32.285	-0.082	0.025
1886.383	-14.718	-32.371	-0.090	0.033
1886.445	-14.755	-32.450	-0.090	0.041
1886.508	-14.797	-32.523	-0.098	0.033
1886.571	-14.822	-32.584	-0.098	0.041
1886.633	-14.846	-32.614	-0.131	0.033
1886.696	-14.852	-32.632	-0.131	0.033
1886.758	-14.846	-32.608	-0.123	0.041
1886.821	-14.822	-32.559	-0.147	0.041
1886.883	-14.803	-32.492	-0.147	0.033
1886.946	-14.749	-32.358	-0.156	0.033
1887.008	-14.669	-32.188	-0.180	0.033
1887.071	-14.584	-31.981	-0.205	0.033
1887.133	-14.469	-31.695	-0.197	0.041
1887.196	-14.304	-31.323	-0.213	0.025
1887.259	-14.091	-30.812	-0.246	0.033
1887.321	-13.823	-30.136	-0.278	0.041
1887.384	-13.501	-29.393	-0.319	0.041
1887.446	-13.184	-28.620	-0.360	0.049
1887.509	-12.849	-27.871	-0.410	0.041
1887.571	-12.532	-27.147	-0.451	0.033
1887.634	-12.234	-26.477	-0.516	0.033
1887.696	-11.978	-25.856	-0.598	0.041
1887.759	-11.741	-25.302	-0.663	0.033
1887.822	-11.522	-24.797	-0.737	0.025
1887.884	-11.309	-24.291	-0.803	0.033
1887.947	-11.083	-23.762	-0.876	0.041
1888.009	-10.846	-23.220	-0.958	0.033
1888.072	-10.627	-22.690	-1.032	0.033
1888.134	-10.402	-22.167	-1.122	0.041
1888.197	-10.182	-21.649	-1.212	0.033
1888.259	-9.945	-21.119	-1.270	0.025
1888.322	-9.726	-20.602	-1.392	0.041
1888.384	-9.507	-20.078	-1.474	0.033
1888.447	-9.269	-19.536	-1.573	0.025
1888.510	-9.038	-18.976	-1.679	0.041
1888.572	-8.782	-18.386	-1.777	0.049
1888.635	-8.532	-17.801	-1.876	0.033
1888.697	-8.283	-17.211	-1.974	0.033
1888.760	-8.009	-16.584	-2.105	0.025
1888.822	-7.741	-15.975	-2.212	0.033
1888.885	-7.485	-15.366	-2.326	0.041
1888.947	-7.211	-14.757	-2.416	0.033
1889.010	-6.956	-14.142	-2.539	0.025
1889.073	-6.688	-13.539	-2.654	0.033
1889.135	-6.426	-12.949	-2.752	0.033
1889.198	-6.146	-12.340	-2.883	0.033
1889.260	-5.878	-11.713	-2.981	0.033
1889.323	-5.622	-11.135	-3.080	0.041
1889.385	-5.385	-10.599	-3.194	0.041
1889.448	-5.147	-10.069	-3.293	0.033
1889.510	-4.910	-9.539	-3.399	0.033
1889.573	-4.685	-9.010	-3.498	0.041
1889.635	-4.405	-8.395	-3.620	0.041
1889.698	-4.100	-7.743	-3.719	0.041
1889.761	-3.784	-7.043	-3.784	0.033
1889.823	-3.473	-6.367	-3.891	0.033
1889.886	-3.169	-5.716	-3.956	0.041
1889.948	-2.846	-5.022	-4.030	0.025
1890.011	-2.481	-4.243	-4.104	0.033
1890.073	-2.079	-3.384	-4.145	0.033
1890.136	-1.622	-2.441	-4.186	0.041
1890.198	-1.147	-1.448	-4.194	0.033
1890.261	-0.654	-0.413	-4.218	0.033
1890.324	-0.179	0.567	-4.194	0.033
1890.386	0.277	1.505	-4.169	0.041
1890.449	0.710	2.363	-4.145	0.033
1890.511	1.105	3.161	-4.071	0.041
1890.574	1.452	3.873	-4.038	0.033
1890.636	1.793	4.573	-3.940	0.041
1890.699	2.116	5.231	-3.850	0.025
1890.761	2.420	5.858	-3.768	0.033
1890.824	2.725	6.473	-3.661	0.041
1890.886	3.023	7.094	-3.555	0.025
1890.949	3.315	7.690	-3.448	0.041
1891.012	3.595	8.269	-3.334	0.041
1891.074	3.869	8.811	-3.235	0.041
1891.137	4.119	9.365	-3.121	0.033
1891.199	4.381	9.882	-3.022	0.033
1891.262	4.630	10.406	-2.875	0.033
1891.324	4.880	10.917	-2.777	0.041
1891.387	5.142	11.447	-2.662	0.025
1891.449	5.385	11.977	-2.564	0.033
1891.512	5.647	12.525	-2.465	0.025
1891.575	5.903	13.060	-2.343	0.041
1891.637	6.159	13.584	-2.228	0.033
1891.700	6.414	14.120	-2.130	0.033
1891.762	6.670	14.674	-2.015	0.025
1891.825	6.938	15.222	-1.917	0.033
1891.887	7.194	15.776	-1.777	0.025
1891.950	7.455	16.330	-1.696	0.033
1892.012	7.711	16.890	-1.605	0.041
1892.075	7.942	17.371	-1.491	0.033
1892.137	8.131	17.779	-1.392	0.041
1892.200	8.320	18.187	-1.294	0.041
1892.263	8.503	18.570	-1.196	0.033
1892.325	8.667	18.929	-1.130	0.033
1892.388	8.874	19.392	-1.032	0.041
1892.450	9.117	19.928	-0.958	0.041
1892.513	9.355	20.403	-0.868	0.033
1892.575	9.556	20.859	-0.778	0.033
1892.638	9.732	21.255	-0.704	0.049
1892.700	9.879	21.566	-0.639	0.041
1892.763	10.037	21.900	-0.590	0.033
1892.826	10.201	22.266	-0.524	0.041
1892.888	10.396	22.686	-0.459	0.033
1892.951	10.615	23.179	-0.393	0.033
1893.013	10.859	23.709	-0.360	0.033
1893.076	11.096	24.232	-0.287	0.041
1893.138	11.346	24.786	-0.229	0.041
1893.201	11.571	25.286	-0.188	0.033
1893.263	11.790	25.779	-0.147	0.033
1893.326	12.003	26.241	-0.098	0.033
1893.388	12.198	26.698	-0.074	0.041
1893.451	12.375	27.118	-0.057	0.041
1893.514	12.563	27.550	-0.016	0.033
1893.576	12.746	27.989	-0.000	0.033
1893.639	12.923	28.403	0.016	0.033
1893.701	13.105	28.811	0.033	0.041
1893.764	13.282	29.200	0.033	0.025
1893.826	13.446	29.584	0.033	0.041
1893.889	13.605	29.943	0.049	0.041
1893.951	13.763	30.278	0.049	0.041
1894.014	13.897	30.570	0.049	0.033
1894.077	14.006	30.826	0.066	0.033
1894.139	14.110	31.057	0.090	0.033
1894.202	14.201	31.270	0.074	0.041
1894.264	14.286	31.447	0.082	0.033
1894.327	14.353	31.575	0.082	0.016
1894.389	14.396	31.672	0.082	0.025
1894.452	14.445	31.782	0.082	0.041
1894.514	14.500	31.916	0.098	0.041
1894.577	14.579	32.080	0.123	0.025
1894.639	14.633	32.220	0.098	0.033
1894.702	14.694	32.324	0.106	0.033
1894.765	14.725	32.421	0.115	0.041
1894.827	14.761	32.500	0.106	0.033
1894.890	14.792	32.573	0.123	0.033
1894.952	14.822	32.622	0.106	0.041
1895.015	14.840	32.665	0.115	0.033
1895.077	14.834	32.683	0.123	0.033
1895.140	14.847	32.665	0.123	0.033
1895.202	14.816	32.616	0.123	0.033
1895.265	14.774	32.518	0.131	0.033
1895.328	14.707	32.378	0.106	0.033
1895.390	14.640	32.214	0.115	0.033
1895.453	14.530	31.995	0.139	0.041
1895.515	14.402	31.703	0.131	0.025
1895.578	14.219	31.307	0.123	0.033
1895.640	13.994	30.795	0.131	0.025
1895.703	13.708	30.181	0.131	0.033
1895.765	13.416	29.529	0.139	0.025
1895.828	13.118	28.865	0.131	0.025
1895.890	12.819	28.214	0.131	0.033
1895.953	12.551	27.636	0.139	0.025
1896.016	12.320	27.118	0.139	0.049
1896.078	12.101	26.643	0.139	0.033
1896.141	11.918	26.223	0.139	0.033
1896.203	11.754	25.840	0.147	0.016
1896.266	11.559	25.438	0.139	0.033
1896.328	11.382	25.030	0.131	0.033
1896.391	11.188	24.646	0.164	0.033
1896.453	11.005	24.208	0.139	0.033
1896.516	10.822	23.818	0.147	0.033
1896.579	10.646	23.410	0.147	0.033
1896.641	10.463	23.021	0.156	0.033
1896.704	10.286	22.619	0.139	0.033
1896.766	10.098	22.211	0.147	0.041
1896.829	9.891	21.760	0.147	0.041
1896.891	9.684	21.322	0.139	0.033
1896.954	9.471	20.847	0.147	0.033
1897.016	9.270	20.391	0.156	0.033
1897.079	9.044	19.891	0.147	0.033
1897.141	8.825	19.416	0.147	0.041
1897.204	8.612	18.942	0.156	0.041
1897.267	8.381	18.448	0.147	0.033
1897.329	8.174	17.955	0.147	0.033
1897.392	7.949	17.468	0.164	0.033
1897.454	7.717	16.957	0.164	0.033
1897.517	7.480	16.433	0.156	0.041
1897.579	7.242	15.916	0.164	0.041
1897.642	7.017	15.441	0.164	0.033
1897.704	6.816	14.990	0.164	0.041
1897.767	6.627	14.558	0.172	0.033
1897.830	6.420	14.114	0.164	0.033
1897.892	6.213	13.675	0.164	0.041
1897.955	5.988	13.146	0.164	0.041
1898.017	5.708	12.549	0.164	0.025
1898.080	5.416	11.897	0.164	0.041
1898.142	5.124	11.240	0.164	0.033
1898.205	4.825	10.576	0.164	0.041
1898.267	4.509	9.876	0.180	0.033
1898.330	4.137	9.066	0.172	0.041
1898.392	3.729	8.184	0.156	0.041
1898.455	3.285	7.203	0.180	0.025
1898.518	2.786	6.126	0.180	0.049
1898.580	2.262	4.987	0.164	0.041
1898.643	1.757	3.849	0.164	0.041
1898.705	1.233	2.722	0.164	0.033
1898.768	0.764	1.669	0.164	0.033
1898.830	0.302	0.683	0.164	0.041
1898.893	-0.112	-0.249	0.156	0.041
1898.955	-0.514	-1.119	0.147	0.033
1899.018	-0.892	-1.972	0.139	0.041
1899.081	-1.251	-2.769	0.131	0.033
1899.143	-1.604	-3.530	0.131	0.033
1899.206	-1.957	-4.316	0.147	0.033
1899.268	-2.304	-5.071	0.131	0.041
1899.331	-2.645	-5.813	0.115	0.033
1899.393	-2.962	-6.495	0.131	0.041
1899.456	-3.278	-7.189	0.123	0.041
1899.518	-3.571	-7.823	0.106	0.041
1899.581	-3.857	-8.480	0.106	0.041
1899.643	-4.149	-9.125	0.098	0.041
1899.706	-4.447	-9.777	0.090	0.033
1899.769	-4.746	-10.416	0.090	0.041
1899.831	-5.044	-11.092	0.090	0.033
1899.894	-5.342	-11.737	0.074	0.033
1899.956	-5.641	-12.389	0.066	0.041
1900.019	-5.933	-13.028	0.066	0.033
1900.081	-6.219	-13.655	0.074	0.033
1900.144	-6.505	-14.313	0.049	0.033
1900.206	-6.803	-14.964	0.066	0.033
1900.269	-7.102	-15.609	0.041	0.041
1900.332	-7.388	-16.249	0.057	0.033
1900.394	-7.662	-16.833	0.033	0.041
1900.457	-7.893	-17.351	0.033	0.041
1900.519	-8.112	-17.826	0.008	0.025
1900.582	-8.307	-18.276	0.041	0.033
1900.644	-8.502	-18.708	0.016	0.049
1900.707	-8.733	-19.195	0.033	0.033
1900.769	-8.989	-19.768	0.016	0.033
1900.832	-9.227	-20.316	0.025	0.033
1900.894	-9.458	-20.809	0.008	0.041
1900.957	-9.671	-21.272	0.008	0.041
1901.020	-9.854	-21.667	0.008	0.033
1901.082	-10.024	-22.057	-0.008	0.041
1901.145	-10.207	-22.453	-0.008	0.033
1901.207	-10.402	-22.903	-0.000	0.033
1901.270	-10.639	-23.396	-0.033	0.033
1901.332	-10.883	-23.944	-0.016	0.033
1901.395	-11.138	-24.498	-0.008	0.033
1901.457	-11.394	-25.065	-0.025	0.041
1901.520	-11.631	-25.594	-0.008	0.033
1901.583	-11.869	-26.118	-0.016	0.033
1901.645	-12.064	-26.562	-0.016	0.025
1901.708	-12.265	-27.007	-0.016	0.041
1901.770	-12.459	-27.409	-0.016	0.033
1901.833	-12.636	-27.798	-0.033	0.033
1901.895	-12.813	-28.176	-0.016	0.025
1901.958	-12.983	-28.565	-0.033	0.033
1902.020	-13.153	-28.943	-0.033	0.041
1902.083	-13.318	-29.320	-0.025	0.033
1902.145	-13.494	-29.698	-0.049	0.033
1902.208	-13.653	-30.039	-0.033	0.041
1902.271	-13.799	-30.386	-0.033	0.025
1902.333	-13.933	-30.672	-0.033	0.025
1902.396	-14.061	-30.940	-0.049	0.049
1902.458	-14.170	-31.171	-0.057	0.033
1902.521	-14.255	-31.378	-0.057	0.033
1902.583	-14.341	-31.555	-0.041	0.041
1902.646	-14.408	-31.701	-0.066	0.033
1902.708	-14.444	-31.780	-0.057	0.041
1902.771	-14.487	-31.890	-0.057	0.033
1902.834	-14.548	-32.030	-0.057	0.025
1902.896	-14.615	-32.164	-0.049	0.041
1902.959	-14.682	-32.304	-0.066	0.041
1903.021	-14.730	-32.407	-0.066	0.033
1903.084	-14.773	-32.498	-0.074	0.033
1903.146	-14.809	-32.578	-0.074	0.033
1903.209	-14.834	-32.632	-0.090	0.041
1903.271	-14.864	-32.687	-0.074	0.041
1903.334	-14.883	-32.724	-0.082	0.033
1903.396	-14.876	-32.712	-0.090	0.033
1903.459	-14.870	-32.693	-0.082	0.033
1903.522	-14.840	-32.638	-0.090	0.041
1903.584	-14.803	-32.547	-0.106	0.049
1903.647	-14.743	-32.401	-0.098	0.033
1903.709	-14.663	-32.224	-0.131	0.025
1903.772	-14.560	-31.993	-0.123	0.033
1903.834	-14.432	-31.701	-0.123	0.025
1903.897	-14.255	-31.299	-0.123	0.033
1903.959	-14.024	-30.788	-0.147	0.041
1904.022	-13.738	-30.167	-0.164	0.049
1904.085	-13.446	-29.497	-0.172	0.033
1904.147	-13.141	-28.827	-0.197	0.049
1904.210	-12.849	-28.145	-0.197	0.033
1904.272	-12.563	-27.512	-0.213	0.033
1904.335	-12.313	-26.922	-0.238	0.033
1904.397	-12.082	-26.368	-0.262	0.033
1904.460	-11.863	-25.850	-0.270	0.033
1904.522	-11.656	-25.332	-0.328	0.033
1904.585	-11.449	-24.845	-0.360	0.033
1904.647	-11.217	-24.328	-0.410	0.041
1904.710	-11.010	-23.823	-0.467	0.033
1904.773	-10.779	-23.311	-0.500	0.041
1904.835	-10.572	-22.824	-0.573	0.033
1904.898	-10.365	-22.319	-0.614	0.033
1904.960	-10.158	-21.844	-0.672	0.041
1905.023	-9.951	-21.363	-0.745	0.033
1905.085	-9.738	-20.876	-0.795	0.033
1905.148	-9.525	-20.371	-0.876	0.041
1905.210	-9.287	-19.847	-0.926	0.033
1905.273	-9.050	-19.311	-0.999	0.033
1905.336	-8.806	-18.775	-1.073	0.033
1905.398	-8.563	-18.203	-1.139	0.041
1905.461	-8.313	-17.637	-1.220	0.041
1905.523	-8.064	-17.065	-1.286	0.033
1905.586	-7.820	-16.486	-1.376	0.025
1905.648	-7.558	-15.908	-1.450	0.041
1905.711	-7.309	-15.342	-1.507	0.033
1905.773	-7.053	-14.769	-1.581	0.033
1905.836	-6.797	-14.185	-1.663	0.033
1905.898	-6.542	-13.600	-1.736	0.041
1905.961	-6.286	-13.016	-1.818	0.041
1906.024	-6.055	-12.504	-1.892	0.041
1906.086	-5.835	-11.981	-1.974	0.033
1906.149	-5.586	-11.457	-2.031	0.049
1906.211	-5.367	-10.964	-2.097	0.033
1906.274	-5.111	-10.386	-2.179	0.033
1906.336	-4.831	-9.765	-2.244	0.041
1906.399	-4.532	-9.101	-2.318	0.033
1906.461	-4.246	-8.450	-2.375	0.041
1906.524	-3.918	-7.762	-2.433	0.041
1906.587	-3.613	-7.086	-2.482	0.041
1906.649	-3.248	-6.300	-2.539	0.041
1906.712	-2.828	-5.412	-2.588	0.025
1906.774	-2.383	-4.437	-2.613	0.033
1906.837	-1.896	-3.402	-2.637	0.033
1906.899	-1.379	-2.325	-2.662	0.025
1906.962	-0.886	-1.259	-2.670	0.049
1907.024	-0.399	-0.243	-2.678	0.033
1907.087	0.046	0.707	-2.662	0.033
1907.149	0.490	1.596	-2.654	0.041
1907.212	0.868	2.418	-2.637	0.025
1907.275	1.245	3.197	-2.588	0.033
1907.337	1.605	3.946	-2.539	0.041
1907.400	1.933	4.646	-2.515	0.033
1907.462	2.262	5.304	-2.465	0.033
1907.525	2.573	5.974	-2.384	0.049
