Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
0.000	0.009	-4.475	1.638	0.999
0.006	0.039	-4.408	1.638	1.007
0.011	0.064	-4.335	1.671	1.016
0.017	0.106	-4.262	1.696	1.024
0.022	0.143	-4.182	1.704	1.024
0.028	0.161	-4.115	1.736	1.048
0.033	0.197	-4.042	1.769	1.057
0.039	0.234	-3.975	1.777	1.073
0.044	0.252	-3.908	1.827	1.073
0.050	0.283	-3.835	1.827	1.089
0.055	0.319	-3.768	1.859	1.098
0.061	0.350	-3.683	1.884	1.114
0.067	0.386	-3.616	1.908	1.114
0.072	0.417	-3.543	1.925	1.130
0.078	0.453	-3.464	1.958	1.139
0.083	0.484	-3.409	1.966	1.139
0.089	0.508	-3.324	1.990	1.155
0.094	0.557	-3.257	2.007	1.171
0.100	0.581	-3.178	2.031	1.179
0.105	0.618	-3.117	2.064	1.179
0.111	0.642	-3.038	2.080	1.196
0.117	0.672	-2.971	2.097	1.212
0.122	0.703	-2.898	2.121	1.204
0.128	0.739	-2.831	2.146	1.220
0.133	0.764	-2.752	2.154	1.229
0.139	0.812	-2.685	2.171	1.237
0.144	0.825	-2.612	2.203	1.245
0.150	0.849	-2.532	2.220	1.270
0.155	0.879	-2.453	2.236	1.270
0.161	0.922	-2.386	2.269	1.278
0.166	0.959	-2.313	2.293	1.286
0.172	0.995	-2.252	2.293	1.294
0.178	1.025	-2.167	2.318	1.302
0.183	1.050	-2.094	2.334	1.311
0.189	1.080	-2.021	2.367	1.311
0.194	1.117	-1.942	2.375	1.335
0.200	1.147	-1.869	2.400	1.335
0.205	1.178	-1.802	2.425	1.352
0.211	1.208	-1.729	2.433	1.360
0.216	1.245	-1.656	2.457	1.376
0.222	1.275	-1.571	2.474	1.376
0.228	1.299	-1.504	2.498	1.384
0.233	1.336	-1.437	2.531	1.409
0.239	1.373	-1.363	2.531	1.401
0.244	1.403	-1.284	2.556	1.417
0.250	1.427	-1.223	2.572	1.417
0.255	1.464	-1.144	2.605	1.433
0.261	1.494	-1.071	2.605	1.442
0.266	1.525	-0.998	2.629	1.442
0.272	1.543	-0.919	2.637	1.458
0.277	1.573	-0.846	2.678	1.458
0.283	1.598	-0.779	2.670	1.466
0.289	1.622	-0.700	2.711	1.474
0.294	1.659	-0.633	2.719	1.483
0.300	1.689	-0.554	2.736	1.483
0.305	1.713	-0.481	2.760	1.491
0.311	1.738	-0.408	2.769	1.499
0.316	1.780	-0.335	2.801	1.507
0.322	1.799	-0.268	2.801	1.515
0.327	1.829	-0.195	2.818	1.515
0.333	1.866	-0.121	2.842	1.524
0.339	1.890	-0.042	2.859	1.548
0.344	1.914	0.037	2.883	1.556
0.350	1.957	0.092	2.883	1.564
0.355	1.975	0.171	2.924	1.564
0.361	2.006	0.250	2.932	1.564
0.366	2.030	0.317	2.957	1.573
0.372	2.060	0.396	2.957	1.581
0.377	2.097	0.469	2.981	1.589
0.383	2.115	0.530	3.006	1.597
0.388	2.146	0.603	3.014	1.605
0.394	2.176	0.682	3.022	1.622
0.400	2.201	0.749	3.031	1.614
0.405	2.225	0.816	3.047	1.614
0.411	2.249	0.895	3.055	1.638
0.416	2.286	0.962	3.088	1.638
0.422	2.316	1.047	3.096	1.638
0.427	2.359	1.114	3.104	1.646
0.433	2.377	1.175	3.129	1.663
0.438	2.401	1.261	3.145	1.655
0.444	2.426	1.328	3.162	1.646
0.450	2.462	1.388	3.170	1.663
0.455	2.487	1.461	3.186	1.679
0.461	2.517	1.541	3.211	1.696
0.466	2.541	1.608	3.219	1.687
0.472	2.566	1.687	3.227	1.696
0.477	2.602	1.754	3.227	1.696
0.483	2.633	1.833	3.252	1.704
0.488	2.663	1.894	3.285	1.704
0.494	2.688	1.961	3.285	1.720
0.499	2.712	2.040	3.285	1.712
0.505	2.748	2.113	3.301	1.728
0.511	2.779	2.174	3.309	1.736
0.516	2.803	2.259	3.317	1.736
0.522	2.840	2.320	3.342	1.745
0.527	2.864	2.387	3.358	1.736
0.533	2.888	2.460	3.375	1.736
0.538	2.919	2.521	3.383	1.769
0.544	2.949	2.594	3.383	1.761
0.549	2.986	2.667	3.399	1.769
0.555	3.004	2.728	3.424	1.769
0.561	3.035	2.807	3.424	1.786
0.566	3.071	2.874	3.448	1.777
0.572	3.089	2.947	3.457	1.794
0.577	3.132	3.014	3.457	1.802
0.583	3.150	3.075	3.489	1.794
0.588	3.187	3.148	3.498	1.810
0.594	3.211	3.215	3.498	1.818
0.599	3.248	3.282	3.522	1.810
0.605	3.272	3.349	3.530	1.818
0.610	3.303	3.422	3.547	1.827
0.616	3.339	3.495	3.563	1.827
0.622	3.363	3.562	3.571	1.827
0.627	3.400	3.629	3.579	1.827
0.633	3.430	3.684	3.579	1.843
0.638	3.455	3.757	3.604	1.851
0.644	3.485	3.824	3.637	1.859
0.649	3.516	3.891	3.637	1.868
0.655	3.540	3.958	3.637	1.859
0.660	3.570	4.025	3.645	1.868
0.666	3.595	4.092	3.661	1.868
0.672	3.631	4.152	3.661	1.868
0.677	3.656	4.219	3.670	1.876
0.683	3.686	4.299	3.686	1.884
0.688	3.717	4.366	3.702	1.884
0.694	3.747	4.420	3.710	1.892
0.699	3.777	4.493	3.719	1.892
0.705	3.814	4.554	3.735	1.900
0.710	3.844	4.615	3.760	1.892
0.716	3.875	4.676	3.768	1.908
0.721	3.905	4.743	3.776	1.917
0.727	3.936	4.816	3.792	1.917
0.733	3.966	4.883	3.792	1.917
0.738	3.984	4.938	3.801	1.917
0.744	4.021	5.011	3.817	1.933
0.749	4.057	5.078	3.817	1.933
0.755	4.082	5.139	3.833	1.933
0.760	4.112	5.194	3.858	1.941
0.766	4.149	5.261	3.850	1.941
0.771	4.173	5.334	3.866	1.941
0.777	4.197	5.388	3.882	1.949
0.783	4.228	5.455	3.899	1.941
0.788	4.264	5.516	3.899	1.958
0.794	4.289	5.583	3.915	1.966
0.799	4.319	5.644	3.932	1.958
0.805	4.344	5.711	3.932	1.974
0.810	4.386	5.784	3.932	1.966
0.816	4.411	5.839	3.948	1.974
0.821	4.435	5.900	3.981	1.974
0.827	4.465	5.961	3.981	1.982
0.832	4.490	6.022	3.997	1.990
0.838	4.520	6.082	3.981	1.990
0.844	4.557	6.143	4.014	2.007
0.849	4.587	6.210	4.014	1.990
0.855	4.611	6.271	4.030	2.007
0.860	4.642	6.326	4.046	2.007
0.866	4.666	6.381	4.038	2.007
0.871	4.703	6.454	4.055	2.023
0.877	4.727	6.515	4.055	2.031
0.882	4.764	6.570	4.079	2.023
0.888	4.788	6.637	4.079	2.023
0.894	4.818	6.691	4.104	2.031
0.899	4.849	6.752	4.120	2.023
0.905	4.867	6.819	4.120	2.040
0.910	4.898	6.874	4.145	2.048
0.916	4.922	6.941	4.145	2.040
0.921	4.952	6.996	4.161	2.040
0.927	4.989	7.063	4.161	2.048
0.932	5.007	7.111	4.169	2.056
0.938	5.044	7.184	4.177	2.040
0.943	5.068	7.239	4.194	2.072
0.949	5.105	7.288	4.210	2.056
0.955	5.129	7.355	4.218	2.080
0.960	5.159	7.416	4.218	2.080
0.966	5.190	7.471	4.227	2.080
0.971	5.214	7.525	4.235	2.080
0.977	5.251	7.580	4.251	2.080
0.982	5.269	7.647	4.276	2.097
0.988	5.299	7.702	4.284	2.089
0.993	5.324	7.769	4.284	2.089
0.999	5.342	7.818	4.292	2.097
1.005	5.385	7.872	4.300	2.113
1.010	5.415	7.939	4.308	2.113
1.016	5.439	7.988	4.317	2.113
1.021	5.464	8.049	4.333	2.113
1.027	5.488	8.110	4.349	2.121
1.032	5.519	8.171	4.341	2.121
1.038	5.549	8.219	4.366	2.121
1.043	5.573	8.280	4.366	2.130
1.049	5.604	8.341	4.382	2.121
1.054	5.634	8.402	4.399	2.138
1.060	5.659	8.469	4.399	2.138
1.066	5.689	8.500	4.415	2.121
1.071	5.720	8.567	4.423	2.146
1.077	5.750	8.609	4.431	2.138
1.082	5.780	8.676	4.448	2.154
1.088	5.793	8.731	4.448	2.154
1.093	5.829	8.780	4.472	2.154
1.099	5.853	8.847	4.464	2.162
1.104	5.878	8.901	4.489	2.171
1.110	5.908	8.956	4.497	2.162
1.116	5.920	9.005	4.489	2.171
1.121	5.963	9.060	4.505	2.171
1.127	5.987	9.121	4.521	2.171
1.132	6.012	9.175	4.513	2.171
1.138	6.036	9.224	4.530	2.187
1.143	6.073	9.285	4.546	2.187
1.149	6.097	9.334	4.546	2.195
1.154	6.121	9.395	4.562	2.187
1.160	6.158	9.449	4.587	2.195
1.165	6.170	9.498	4.579	2.203
1.171	6.207	9.553	4.595	2.212
1.177	6.237	9.608	4.636	2.203
1.182	6.261	9.662	4.628	2.203
1.188	6.292	9.717	4.636	2.212
1.193	6.310	9.760	4.644	2.220
1.199	6.328	9.815	4.644	2.220
1.204	6.359	9.869	4.661	2.228
1.210	6.389	9.924	4.669	2.220
1.215	6.414	9.973	4.693	2.236
1.221	6.444	10.034	4.693	2.236
1.227	6.462	10.089	4.677	2.236
1.232	6.487	10.143	4.702	2.236
1.238	6.517	10.186	4.718	2.236
1.243	6.541	10.253	4.726	2.236
1.249	6.572	10.289	4.743	2.244
1.254	6.608	10.350	4.751	2.253
1.260	6.621	10.399	4.759	2.253
1.265	6.645	10.466	4.759	2.269
1.271	6.669	10.509	4.767	2.269
1.276	6.694	10.557	4.775	2.277
1.282	6.706	10.606	4.800	2.277
1.288	6.736	10.661	4.792	2.261
1.293	6.773	10.710	4.824	2.293
1.299	6.791	10.764	4.833	2.285
1.304	6.809	10.819	4.824	2.285
1.310	6.834	10.868	4.833	2.277
1.315	6.852	10.917	4.849	2.302
1.321	6.870	10.965	4.857	2.293
1.326	6.901	11.014	4.865	2.285
1.332	6.913	11.075	4.865	2.293
1.338	6.943	11.130	4.874	2.310
1.343	6.962	11.172	4.882	2.310
1.349	6.986	11.221	4.882	2.293
1.354	6.998	11.270	4.906	2.310
1.360	7.029	11.318	4.915	2.310
1.365	7.047	11.373	4.931	2.318
1.371	7.071	11.422	4.931	2.318
1.376	7.096	11.471	4.931	2.318
1.382	7.114	11.532	4.956	2.326
1.387	7.138	11.568	4.964	2.326
1.393	7.156	11.617	4.964	2.334
1.399	7.175	11.665	4.980	2.351
1.404	7.199	11.720	4.988	2.326
1.410	7.217	11.769	5.005	2.351
1.415	7.248	11.824	5.005	2.334
1.421	7.260	11.872	4.996	2.351
1.426	7.278	11.915	5.013	2.359
1.432	7.303	11.970	5.029	2.359
1.437	7.321	12.019	5.029	2.359
1.443	7.345	12.061	5.037	2.359
1.449	7.363	12.104	5.054	2.375
1.454	7.394	12.159	5.046	2.367
1.460	7.406	12.207	5.054	2.367
1.465	7.430	12.250	5.062	2.367
1.471	7.449	12.299	5.078	2.367
1.476	7.473	12.347	5.078	2.375
1.482	7.491	12.396	5.095	2.375
1.487	7.522	12.445	5.095	2.384
1.493	7.522	12.481	5.111	2.375
1.498	7.558	12.542	5.128	2.384
1.504	7.576	12.579	5.128	2.392
1.510	7.595	12.627	5.128	2.392
1.515	7.619	12.670	5.152	2.400
1.521	7.643	12.731	5.144	2.392
1.526	7.662	12.767	5.144	2.400
1.532	7.680	12.816	5.160	2.400
1.537	7.698	12.865	5.168	2.400
1.543	7.723	12.907	5.177	2.392
1.548	7.741	12.956	5.185	2.408
1.554	7.771	13.005	5.185	2.416
1.560	7.790	13.047	5.193	2.408
1.565	7.808	13.084	5.209	2.425
1.571	7.838	13.139	5.226	2.425
1.576	7.844	13.181	5.218	2.425
1.582	7.875	13.236	5.218	2.425
1.587	7.899	13.273	5.226	2.425
1.593	7.911	13.321	5.234	2.433
1.598	7.948	13.364	5.242	2.433
1.604	7.966	13.407	5.242	2.441
1.609	7.990	13.455	5.259	2.441
1.615	8.015	13.492	5.267	2.441
1.621	8.039	13.535	5.267	2.449
1.626	8.076	13.589	5.275	2.433
1.632	8.082	13.638	5.291	2.449
1.637	8.112	13.675	5.300	2.433
1.643	8.137	13.717	5.324	2.449
1.648	8.161	13.760	5.300	2.449
1.654	8.191	13.802	5.316	2.449
1.659	8.210	13.845	5.316	2.465
1.665	8.234	13.900	5.324	2.465
1.671	8.264	13.942	5.349	2.457
1.676	8.295	13.985	5.349	2.465
1.682	8.313	14.028	5.357	2.482
1.687	8.338	14.064	5.365	2.474
1.693	8.362	14.113	5.365	2.474
1.698	8.392	14.149	5.373	2.482
1.704	8.423	14.192	5.390	2.490
1.709	8.441	14.241	5.390	2.482
1.715	8.465	14.277	5.406	2.490
1.720	8.490	14.332	5.406	2.482
1.726	8.508	14.375	5.422	2.498
1.732	8.538	14.411	5.414	2.498
1.737	8.551	14.454	5.422	2.498
1.743	8.575	14.497	5.439	2.506
1.748	8.593	14.533	5.455	2.515
1.754	8.618	14.576	5.447	2.506
1.759	8.642	14.624	5.455	2.515
1.765	8.666	14.667	5.472	2.523
1.770	8.678	14.710	5.480	2.531
1.776	8.703	14.746	5.480	2.523
1.782	8.721	14.789	5.504	2.531
1.787	8.752	14.844	5.504	2.523
1.793	8.770	14.874	5.529	2.523
1.798	8.782	14.923	5.521	2.539
1.804	8.800	14.965	5.529	2.539
1.809	8.831	15.002	5.529	2.547
1.815	8.855	15.044	5.537	2.556
1.820	8.879	15.087	5.545	2.539
1.826	8.885	15.124	5.562	2.556
1.831	8.916	15.166	5.553	2.556
1.837	8.940	15.215	5.570	2.564
1.843	8.952	15.251	5.570	2.564
1.848	8.977	15.288	5.594	2.564
1.854	9.001	15.337	5.594	2.572
1.859	9.019	15.373	5.611	2.564
1.865	9.025	15.416	5.603	2.564
1.870	9.050	15.452	5.619	2.580
1.876	9.068	15.501	5.619	2.580
1.881	9.086	15.550	5.635	2.588
1.887	9.099	15.574	5.644	2.588
1.893	9.123	15.623	5.652	2.580
1.898	9.135	15.653	5.660	2.588
1.904	9.159	15.696	5.676	2.605
1.909	9.178	15.745	5.660	2.597
1.915	9.190	15.775	5.676	2.613
1.920	9.202	15.824	5.701	2.597
1.926	9.220	15.854	5.693	2.605
1.931	9.239	15.903	5.693	2.613
1.937	9.251	15.933	5.709	2.613
1.942	9.263	15.976	5.709	2.621
1.948	9.287	16.025	5.734	2.621
1.954	9.299	16.055	5.709	2.605
1.959	9.318	16.098	5.742	2.621
1.965	9.348	16.140	5.750	2.621
1.970	9.354	16.183	5.750	2.621
1.976	9.379	16.226	5.766	2.629
1.981	9.391	16.262	5.783	2.637
1.987	9.409	16.299	5.766	2.637
1.992	9.427	16.341	5.766	2.646
1.998	9.440	16.372	5.775	2.646
2.004	9.464	16.420	5.791	2.646
2.009	9.482	16.457	5.791	2.637
2.015	9.500	16.500	5.816	2.654
2.020	9.513	16.536	5.791	2.654
2.026	9.525	16.573	5.807	2.654
2.031	9.549	16.609	5.816	2.654
2.037	9.573	16.652	5.816	2.662
2.042	9.586	16.688	5.832	2.670
2.048	9.604	16.725	5.848	2.670
2.053	9.622	16.767	5.840	2.670
2.059	9.634	16.804	5.840	2.662
2.065	9.659	16.847	5.873	2.670
2.070	9.671	16.883	5.865	2.678
2.076	9.689	16.914	5.881	2.678
2.081	9.713	16.956	5.873	2.678
2.087	9.732	16.993	5.873	2.670
2.092	9.744	17.029	5.897	2.678
2.098	9.762	17.066	5.906	2.695
2.103	9.787	17.108	5.897	2.687
2.109	9.805	17.151	5.906	2.695
2.115	9.829	17.181	5.897	2.695
2.120	9.854	17.224	5.922	2.711
2.126	9.878	17.248	5.922	2.695
2.131	9.902	17.291	5.938	2.711
2.137	9.914	17.334	5.955	2.703
2.142	9.933	17.364	5.955	2.719
2.148	9.951	17.407	5.971	2.711
2.153	9.969	17.443	5.963	2.711
2.159	10.000	17.474	5.988	2.719
2.164	10.018	17.528	5.979	2.719
2.170	10.042	17.559	5.971	2.719
2.176	10.061	17.595	5.988	2.736
2.181	10.091	17.632	5.988	2.728
2.187	10.109	17.662	5.988	2.728
2.192	10.134	17.705	6.020	2.736
2.198	10.164	17.729	6.029	2.719
2.203	10.170	17.772	6.045	2.744
2.209	10.201	17.809	6.020	2.736
2.214	10.219	17.851	6.045	2.744
2.220	10.243	17.894	6.037	2.752
2.226	10.274	17.918	6.061	2.752
2.231	10.298	17.955	6.061	2.752
2.237	10.310	17.991	6.078	2.760
2.242	10.334	18.028	6.086	2.769
2.248	10.353	18.064	6.102	2.760
2.253	10.371	18.107	6.086	2.769
2.259	10.401	18.143	6.102	2.760
2.264	10.414	18.180	6.102	2.769
2.270	10.438	18.210	6.119	2.752
2.275	10.462	18.241	6.119	2.777
2.281	10.493	18.277	6.119	2.769
2.287	10.517	18.314	6.143	2.785
2.292	10.535	18.350	6.127	2.785
2.298	10.548	18.399	6.151	2.793
2.303	10.572	18.423	6.176	2.793
2.309	10.596	18.466	6.151	2.793
2.314	10.621	18.497	6.176	2.809
2.320	10.639	18.539	6.176	2.818
2.325	10.663	18.576	6.192	2.801
2.331	10.682	18.606	6.201	2.818
2.337	10.712	18.643	6.201	2.818
2.342	10.730	18.673	6.201	2.809
2.348	10.755	18.722	6.225	2.826
2.353	10.779	18.752	6.225	2.826
2.359	10.803	18.783	6.233	2.818
2.364	10.822	18.825	6.250	2.834
2.370	10.846	18.862	6.258	2.834
2.375	10.870	18.886	6.274	2.842
2.381	10.889	18.923	6.274	2.842
2.386	10.913	18.965	6.274	2.834
2.392	10.943	19.008	6.282	2.850
2.398	10.949	19.032	6.315	2.850
2.403	10.974	19.063	6.323	2.859
2.409	10.992	19.105	6.323	2.867
2.414	11.010	19.142	6.332	2.875
2.420	11.035	19.172	6.340	2.867
2.425	11.053	19.209	6.340	2.875
2.431	11.071	19.245	6.348	2.883
2.436	11.089	19.294	6.348	2.875
2.442	11.114	19.318	6.348	2.883
2.448	11.144	19.361	6.381	2.883
2.453	11.162	19.391	6.405	2.883
2.459	11.187	19.428	6.405	2.891
2.464	11.205	19.458	6.405	2.908
2.470	11.223	19.501	6.413	2.900
2.475	11.242	19.538	6.438	2.916
2.481	11.254	19.574	6.446	2.908
2.486	11.284	19.605	6.446	2.916
2.492	11.284	19.635	6.446	2.916
2.497	11.321	19.672	6.454	2.924
2.503	11.333	19.714	6.471	2.924
2.509	11.351	19.751	6.487	2.932
2.514	11.376	19.787	6.504	2.932
2.520	11.394	19.830	6.512	2.941
2.525	11.412	19.854	6.520	2.941
2.531	11.430	19.885	6.520	2.949
2.536	11.443	19.921	6.520	2.949
2.542	11.461	19.958	6.536	2.949
2.547	11.473	20.000	6.545	2.957
2.553	11.497	20.037	6.553	2.965
2.559	11.510	20.061	6.577	2.973
2.564	11.528	20.092	6.569	2.973
2.570	11.546	20.140	6.585	2.981
2.575	11.564	20.171	6.594	2.981
2.581	11.583	20.207	6.602	2.981
2.586	11.595	20.238	6.610	2.998
2.592	11.607	20.286	6.618	2.990
2.597	11.643	20.323	6.643	2.990
2.603	11.656	20.353	6.635	2.990
2.608	11.674	20.396	6.635	2.998
2.614	11.692	20.420	6.643	2.998
2.620	11.704	20.457	6.667	3.006
2.625	11.729	20.493	6.667	3.006
2.631	11.747	20.530	6.676	3.014
2.636	11.765	20.567	6.676	3.022
2.642	11.777	20.597	6.700	3.039
2.647	11.783	20.634	6.708	3.014
2.653	11.802	20.664	6.717	3.022
2.658	11.826	20.700	6.725	3.022
2.664	11.844	20.737	6.733	3.031
2.670	11.857	20.774	6.741	3.039
2.675	11.875	20.810	6.741	3.039
2.681	11.887	20.853	6.749	3.047
2.686	11.905	20.889	6.766	3.055
2.692	11.924	20.920	6.774	3.055
2.697	11.936	20.956	6.790	3.055
2.703	11.954	20.993	6.774	3.055
2.708	11.960	21.017	6.798	3.063
2.714	11.978	21.060	6.807	3.063
2.719	11.997	21.090	6.823	3.072
2.725	12.015	21.133	6.815	3.088
2.731	12.027	21.157	6.823	3.080
2.736	12.045	21.194	6.823	3.072
2.742	12.051	21.236	6.831	3.080
2.747	12.082	21.267	6.831	3.096
2.753	12.094	21.303	6.864	3.088
2.758	12.106	21.340	6.864	3.096
2.764	12.137	21.370	6.872	3.104
2.769	12.149	21.407	6.880	3.096
2.775	12.161	21.449	6.897	3.113
2.781	12.179	21.480	6.889	3.104
2.786	12.197	21.516	6.913	3.113
2.792	12.216	21.553	6.913	3.113
2.797	12.234	21.583	6.921	3.104
2.803	12.246	21.614	6.921	3.121
2.808	12.264	21.650	6.930	3.121
2.814	12.283	21.687	6.930	3.129
2.819	12.295	21.717	6.954	3.129
2.825	12.319	21.760	6.946	3.129
2.830	12.338	21.790	6.962	3.137
2.836	12.338	21.821	6.979	3.137
2.842	12.362	21.851	6.979	3.129
2.847	12.386	21.888	6.995	3.154
2.853	12.398	21.918	6.987	3.154
2.858	12.411	21.961	7.020	3.154
2.864	12.441	21.991	7.011	3.145
2.869	12.453	22.028	7.011	3.162
2.875	12.465	22.070	7.028	3.162
2.880	12.490	22.107	7.036	3.170
2.886	12.502	22.131	7.044	3.170
2.892	12.514	22.168	7.036	3.178
2.897	12.538	22.198	7.052	3.186
2.903	12.551	22.241	7.061	3.186
2.908	12.563	22.265	7.069	3.178
2.914	12.587	22.308	7.085	3.186
2.919	12.593	22.338	7.093	3.186
2.925	12.624	22.381	7.085	3.186
2.930	12.642	22.411	7.118	3.186
2.936	12.648	22.442	7.110	3.194
2.941	12.672	22.478	7.110	3.203
2.947	12.691	22.509	7.110	3.194
2.953	12.703	22.539	7.126	3.186
2.958	12.721	22.582	7.134	3.211
2.964	12.733	22.612	7.151	3.211
2.969	12.752	22.655	7.151	3.219
2.975	12.770	22.679	7.151	3.219
2.980	12.782	22.710	7.159	3.227
2.986	12.800	22.746	7.183	3.219
2.991	12.819	22.783	7.167	3.219
2.997	12.831	22.813	7.192	3.227
3.003	12.849	22.856	7.200	3.235
3.008	12.867	22.880	7.200	3.235
3.014	12.873	22.911	7.200	3.252
3.019	12.904	22.947	7.216	3.244
3.025	12.910	22.984	7.208	3.252
3.030	12.922	23.014	7.224	3.244
3.036	12.952	23.051	7.233	3.252
3.041	12.971	23.081	7.233	3.268
3.047	12.971	23.111	7.241	3.268
3.052	12.995	23.148	7.257	3.260
3.058	13.007	23.184	7.265	3.260
3.064	13.032	23.215	7.265	3.252
3.069	13.044	23.245	7.282	3.268
3.075	13.062	23.276	7.265	3.276
3.080	13.074	23.312	7.282	3.268
3.086	13.086	23.349	7.290	3.276
3.091	13.105	23.385	7.298	3.276
3.097	13.123	23.410	7.314	3.276
3.102	13.135	23.440	7.331	3.276
3.108	13.147	23.477	7.314	3.293
3.114	13.172	23.507	7.323	3.301
3.119	13.184	23.550	7.323	3.309
3.125	13.202	23.580	7.323	3.301
3.130	13.214	23.617	7.339	3.293
3.136	13.226	23.647	7.347	3.309
3.141	13.251	23.684	7.339	3.309
3.147	13.257	23.702	7.380	3.309
3.152	13.275	23.751	7.372	3.309
3.158	13.287	23.775	7.372	3.309
3.163	13.287	23.812	7.372	3.309
3.169	13.318	23.848	7.372	3.317
3.175	13.324	23.879	7.396	3.326
3.180	13.336	23.903	7.421	3.326
3.186	13.348	23.939	7.405	3.334
3.191	13.366	23.970	7.429	3.326
3.197	13.385	23.994	7.413	3.342
3.202	13.397	24.037	7.429	3.326
3.208	13.403	24.061	7.446	3.342
3.213	13.421	24.098	7.437	3.342
3.219	13.427	24.128	7.446	3.350
3.225	13.440	24.159	7.462	3.350
3.230	13.458	24.201	7.437	3.350
3.236	13.470	24.220	7.470	3.350
3.241	13.488	24.262	7.462	3.350
3.247	13.500	24.293	7.486	3.350
3.252	13.506	24.329	7.495	3.358
3.258	13.513	24.360	7.486	3.366
3.263	13.537	24.384	7.495	3.366
3.269	13.543	24.414	7.486	3.366
3.274	13.561	24.457	7.495	3.366
3.280	13.567	24.481	7.519	3.366
3.286	13.580	24.518	7.511	3.366
3.291	13.592	24.542	7.527	3.366
3.297	13.610	24.579	7.519	3.366
3.302	13.616	24.603	7.527	3.366
3.308	13.622	24.634	7.527	3.383
3.313	13.634	24.670	7.519	3.375
3.319	13.653	24.700	7.527	3.383
3.324	13.659	24.737	7.544	3.383
3.330	13.671	24.755	7.544	3.383
3.336	13.683	24.786	7.552	3.383
3.341	13.695	24.822	7.552	3.399
3.347	13.701	24.847	7.568	3.383
3.352	13.720	24.889	7.568	3.399
3.358	13.720	24.914	7.568	3.391
3.363	13.744	24.944	7.585	3.407
3.369	13.744	24.974	7.585	3.399
3.374	13.750	25.005	7.585	3.399
3.380	13.774	25.035	7.609	3.407
3.385	13.774	25.066	7.609	3.407
3.391	13.787	25.096	7.618	3.416
3.397	13.799	25.127	7.609	3.416
3.402	13.811	25.151	7.609	3.416
3.408	13.817	25.169	7.618	3.407
3.413	13.835	25.212	7.618	3.407
3.419	13.841	25.230	7.626	3.416
3.424	13.854	25.273	7.609	3.416
3.430	13.860	25.303	7.626	3.416
3.435	13.872	25.340	7.618	3.424
3.441	13.878	25.358	7.634	3.424
3.447	13.884	25.388	7.642	3.416
3.452	13.902	25.413	7.634	3.432
3.458	13.908	25.437	7.642	3.416
3.463	13.920	25.474	7.650	3.416
3.469	13.933	25.504	7.650	3.424
3.474	13.939	25.528	7.642	3.424
3.480	13.945	25.559	7.650	3.432
3.485	13.951	25.583	7.642	3.424
3.491	13.963	25.614	7.659	3.432
3.496	13.975	25.638	7.659	3.432
3.502	13.987	25.669	7.659	3.432
3.508	13.994	25.693	7.659	3.440
3.513	14.006	25.735	7.659	3.440
3.519	14.018	25.754	7.675	3.440
3.524	14.018	25.778	7.659	3.440
3.530	14.018	25.815	7.659	3.448
3.535	14.030	25.845	7.659	3.448
3.541	14.048	25.863	7.675	3.432
3.546	14.048	25.888	7.699	3.440
3.552	14.061	25.936	7.691	3.448
3.558	14.054	25.949	7.675	3.448
3.563	14.073	25.973	7.667	3.432
3.569	14.085	25.997	7.683	3.448
3.574	14.091	26.028	7.691	3.440
3.580	14.091	26.052	7.691	3.457
3.585	14.103	26.083	7.683	3.448
3.591	14.115	26.101	7.691	3.440
3.596	14.115	26.125	7.691	3.440
3.602	14.121	26.149	7.691	3.448
3.607	14.121	26.186	7.699	3.457
3.613	14.146	26.210	7.708	3.457
3.619	14.152	26.229	7.708	3.457
3.624	14.152	26.265	7.716	3.448
3.630	14.176	26.283	7.699	3.448
3.635	14.170	26.314	7.691	3.448
3.641	14.182	26.332	7.699	3.448
3.646	14.188	26.363	7.691	3.448
3.652	14.201	26.381	7.708	3.448
3.657	14.201	26.411	7.708	3.448
3.663	14.213	26.436	7.691	3.448
3.669	14.225	26.460	7.716	3.448
3.674	14.231	26.490	7.716	3.457
3.680	14.237	26.509	7.724	3.448
3.685	14.243	26.533	7.724	3.448
3.691	14.249	26.564	7.708	3.465
3.696	14.255	26.576	7.724	3.465
3.702	14.261	26.612	7.708	3.457
3.707	14.274	26.643	7.691	3.457
3.713	14.274	26.649	7.708	3.457
3.718	14.280	26.685	7.716	3.465
3.724	14.286	26.697	7.724	3.448
3.730	14.292	26.722	7.716	3.457
3.735	14.310	26.752	7.732	3.448
3.741	14.310	26.771	7.708	3.473
3.746	14.322	26.789	7.716	3.457
3.752	14.322	26.819	7.716	3.457
3.757	14.334	26.837	7.716	3.457
3.763	14.353	26.862	7.724	3.465
3.768	14.353	26.874	7.716	3.457
3.774	14.365	26.904	7.708	3.448
3.780	14.371	26.935	7.708	3.448
3.785	14.371	26.947	7.699	3.448
3.791	14.383	26.971	7.716	3.457
3.796	14.401	26.990	7.716	3.457
3.802	14.395	27.020	7.716	3.448
3.807	14.414	27.038	7.708	3.448
3.813	14.414	27.057	7.716	3.448
3.818	14.432	27.087	7.708	3.448
3.824	14.444	27.105	7.708	3.448
3.829	14.444	27.118	7.699	3.457
3.835	14.456	27.148	7.699	3.448
3.841	14.462	27.172	7.708	3.440
3.846	14.462	27.185	7.716	3.457
3.852	14.468	27.215	7.724	3.448
