Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
22.706	-0.003	-0.005	0.041	0.033
22.768	0.003	0.001	0.041	0.033
22.831	-0.009	0.001	0.049	0.033
22.893	-0.003	0.001	0.049	0.033
22.956	-0.003	0.001	0.041	0.033
23.018	-0.003	0.007	0.041	0.033
23.081	-0.009	-0.005	0.049	0.041
23.143	-0.003	-0.005	0.057	0.033
23.206	-0.003	-0.005	0.041	0.033
23.269	-0.003	0.001	0.049	0.041
23.331	-0.003	0.001	0.049	0.025
23.394	0.003	0.001	0.057	0.041
23.456	0.003	-0.011	0.049	0.041
23.519	0.003	0.001	0.041	0.033
23.581	0.003	0.001	0.057	0.033
23.644	0.009	-0.005	0.066	0.033
23.706	-0.003	-0.005	0.041	0.041
23.769	0.003	0.001	0.041	0.025
23.832	-0.003	0.001	0.041	0.041
23.894	-0.003	-0.005	0.049	0.025
23.957	-0.009	0.001	0.049	0.033
24.019	0.003	-0.005	0.057	0.033
24.082	0.003	0.007	0.049	0.025
24.144	0.003	0.001	0.057	0.033
24.207	0.003	0.001	0.041	0.033
24.269	0.003	-0.005	0.041	0.041
24.332	0.003	-0.005	0.033	0.033
24.394	-0.003	0.001	0.066	0.041
24.457	0.003	-0.005	0.049	0.049
24.520	-0.003	-0.011	0.049	0.033
24.582	-0.003	0.001	0.049	0.033
24.645	0.003	-0.005	0.049	0.033
24.707	-0.003	0.001	0.041	0.041
24.770	0.003	-0.005	0.057	0.033
24.832	0.003	0.001	0.049	0.025
24.895	0.003	-0.011	0.057	0.033
24.957	-0.009	-0.005	0.057	0.041
25.020	-0.003	0.001	0.041	0.025
25.083	-0.003	0.001	0.049	0.033
25.145	-0.009	0.001	0.049	0.041
25.208	0.003	0.001	0.057	0.025
25.270	0.003	-0.005	0.049	0.033
25.333	-0.003	-0.005	0.049	0.033
25.395	0.003	0.001	0.049	0.033
25.458	-0.003	-0.011	0.057	0.033
25.520	-0.015	0.001	0.049	0.033
25.583	0.003	0.001	0.041	0.041
25.645	0.003	-0.005	0.033	0.033
25.708	0.003	0.001	0.041	0.033
25.771	0.003	-0.005	0.049	0.033
25.833	0.003	-0.005	0.057	0.033
25.896	0.003	0.007	0.033	0.041
25.958	-0.003	-0.005	0.057	0.033
26.021	0.003	-0.005	0.049	0.033
26.083	0.003	-0.005	0.041	0.033
26.146	0.003	0.001	0.049	0.033
26.208	0.003	0.001	0.057	0.041
26.271	0.009	-0.005	0.057	0.041
26.334	0.003	-0.005	0.057	0.033
26.396	0.003	-0.005	0.049	0.041
26.459	0.003	0.001	0.041	0.041
26.521	0.003	-0.005	0.049	0.041
26.584	0.003	-0.005	0.049	0.033
26.646	-0.003	-0.005	0.033	0.033
26.709	0.003	0.001	0.049	0.041
26.771	0.003	0.001	0.057	0.033
