Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
0.000	0.034	-1.232	-1.982	-0.713
0.006	0.071	-1.141	-1.949	-0.688
0.011	0.108	-1.074	-1.941	-0.680
0.017	0.144	-0.995	-1.925	-0.680
0.022	0.187	-0.915	-1.892	-0.663
0.028	0.217	-0.836	-1.917	-0.663
0.033	0.254	-0.763	-1.884	-0.655
0.039	0.296	-0.684	-1.876	-0.647
0.044	0.333	-0.611	-1.843	-0.647
0.050	0.369	-0.526	-1.835	-0.639
0.055	0.412	-0.459	-1.827	-0.623
0.061	0.436	-0.380	-1.810	-0.614
0.067	0.485	-0.301	-1.786	-0.623
0.072	0.522	-0.215	-1.769	-0.606
0.078	0.552	-0.148	-1.736	-0.606
0.083	0.582	-0.075	-1.720	-0.598
0.089	0.619	-0.002	-1.720	-0.582
0.094	0.662	0.077	-1.696	-0.582
0.100	0.698	0.156	-1.696	-0.573
0.105	0.716	0.223	-1.671	-0.573
0.111	0.753	0.290	-1.655	-0.549
0.117	0.808	0.375	-1.655	-0.557
0.122	0.832	0.442	-1.630	-0.549
0.128	0.869	0.521	-1.614	-0.541
0.133	0.905	0.582	-1.589	-0.532
0.139	0.936	0.655	-1.573	-0.532
0.144	0.978	0.728	-1.573	-0.532
0.150	1.003	0.808	-1.540	-0.508
0.155	1.039	0.881	-1.548	-0.508
0.161	1.076	0.954	-1.515	-0.500
0.166	1.100	1.021	-1.499	-0.491
0.172	1.136	1.088	-1.483	-0.491
0.178	1.167	1.167	-1.474	-0.475
0.183	1.197	1.228	-1.458	-0.467
0.189	1.228	1.295	-1.442	-0.459
0.194	1.258	1.368	-1.425	-0.467
0.200	1.289	1.435	-1.417	-0.451
0.205	1.325	1.508	-1.401	-0.442
0.211	1.350	1.575	-1.376	-0.442
0.216	1.380	1.642	-1.368	-0.442
0.222	1.410	1.709	-1.360	-0.434
0.228	1.459	1.776	-1.327	-0.426
0.233	1.483	1.843	-1.343	-0.426
0.239	1.520	1.903	-1.327	-0.410
0.244	1.544	1.976	-1.294	-0.401
0.250	1.575	2.031	-1.270	-0.393
0.255	1.605	2.117	-1.261	-0.393
0.261	1.636	2.171	-1.253	-0.385
0.266	1.666	2.232	-1.245	-0.377
0.272	1.703	2.311	-1.212	-0.369
0.277	1.733	2.372	-1.212	-0.360
0.283	1.764	2.433	-1.188	-0.352
0.289	1.788	2.494	-1.171	-0.352
0.294	1.831	2.567	-1.163	-0.352
0.300	1.855	2.622	-1.155	-0.344
0.305	1.885	2.683	-1.139	-0.336
0.311	1.910	2.750	-1.114	-0.328
0.316	1.940	2.817	-1.098	-0.328
0.322	1.964	2.884	-1.089	-0.319
0.327	2.001	2.945	-1.073	-0.311
0.333	2.044	3.005	-1.057	-0.319
0.339	2.074	3.066	-1.065	-0.303
0.344	2.098	3.127	-1.032	-0.295
0.350	2.123	3.188	-1.007	-0.287
0.355	2.159	3.255	-1.024	-0.287
0.361	2.184	3.310	-0.991	-0.270
0.366	2.220	3.371	-0.975	-0.278
0.372	2.251	3.438	-0.958	-0.270
0.377	2.275	3.492	-0.958	-0.254
0.383	2.299	3.547	-0.950	-0.262
0.388	2.342	3.614	-0.926	-0.246
0.394	2.360	3.675	-0.901	-0.246
0.400	2.391	3.736	-0.901	-0.254
0.405	2.421	3.803	-0.876	-0.229
0.411	2.458	3.858	-0.868	-0.229
0.416	2.488	3.919	-0.844	-0.229
0.422	2.518	3.986	-0.835	-0.221
0.427	2.549	4.034	-0.811	-0.205
0.433	2.573	4.101	-0.811	-0.205
0.438	2.610	4.150	-0.786	-0.197
0.444	2.640	4.223	-0.770	-0.205
0.450	2.665	4.272	-0.762	-0.188
0.455	2.695	4.333	-0.737	-0.164
0.461	2.719	4.387	-0.729	-0.180
0.466	2.756	4.454	-0.729	-0.172
0.472	2.774	4.515	-0.721	-0.156
0.477	2.811	4.570	-0.721	-0.164
0.483	2.835	4.631	-0.696	-0.156
0.488	2.872	4.692	-0.696	-0.147
0.494	2.890	4.747	-0.680	-0.131
0.499	2.914	4.801	-0.655	-0.139
0.505	2.945	4.862	-0.631	-0.131
0.511	2.975	4.917	-0.623	-0.123
0.516	2.999	4.966	-0.623	-0.115
0.522	3.024	5.027	-0.573	-0.115
0.527	3.054	5.088	-0.582	-0.106
0.533	3.073	5.142	-0.557	-0.106
0.538	3.109	5.197	-0.549	-0.090
0.544	3.133	5.252	-0.524	-0.090
0.549	3.164	5.307	-0.516	-0.082
0.555	3.176	5.368	-0.516	-0.082
0.561	3.206	5.416	-0.491	-0.082
0.566	3.243	5.477	-0.475	-0.082
0.572	3.267	5.532	-0.467	-0.066
0.577	3.298	5.587	-0.451	-0.057
0.583	3.322	5.642	-0.442	-0.057
0.588	3.353	5.696	-0.426	-0.049
0.594	3.371	5.745	-0.418	-0.041
0.599	3.407	5.806	-0.401	-0.033
0.605	3.432	5.855	-0.393	-0.025
0.610	3.456	5.916	-0.377	-0.025
0.616	3.480	5.964	-0.344	-0.025
0.622	3.505	6.013	-0.328	-0.008
0.627	3.541	6.068	-0.319	-0.008
0.633	3.560	6.129	-0.336	-0.000
0.638	3.584	6.177	-0.303	-0.000
0.644	3.614	6.226	-0.295	-0.008
0.649	3.633	6.281	-0.278	-0.000
0.655	3.657	6.336	-0.270	0.025
0.660	3.687	6.384	-0.262	0.025
0.666	3.700	6.445	-0.254	0.033
0.672	3.736	6.494	-0.238	0.041
0.677	3.767	6.549	-0.238	0.033
0.683	3.785	6.597	-0.197	0.041
0.688	3.815	6.646	-0.188	0.041
0.694	3.840	6.695	-0.180	0.049
0.699	3.858	6.750	-0.164	0.066
0.705	3.882	6.804	-0.156	0.057
0.710	3.919	6.853	-0.131	0.074
0.716	3.937	6.908	-0.106	0.082
0.721	3.968	6.957	-0.106	0.066
0.727	3.986	7.018	-0.106	0.082
0.733	4.022	7.060	-0.090	0.090
0.738	4.041	7.115	-0.057	0.098
0.744	4.071	7.164	-0.066	0.098
0.749	4.095	7.219	-0.049	0.106
0.755	4.120	7.261	-0.041	0.106
0.760	4.144	7.322	-0.016	0.123
0.766	4.175	7.365	-0.000	0.131
0.771	4.211	7.413	0.008	0.131
0.777	4.223	7.468	0.025	0.123
0.783	4.254	7.517	0.033	0.131
0.788	4.284	7.566	0.041	0.139
0.794	4.308	7.620	0.049	0.139
0.799	4.333	7.669	0.066	0.156
0.805	4.357	7.724	0.074	0.147
0.810	4.382	7.766	0.082	0.164
0.816	4.400	7.821	0.106	0.172
0.821	4.442	7.864	0.106	0.156
0.827	4.461	7.925	0.115	0.172
0.832	4.485	7.967	0.139	0.172
0.838	4.522	8.016	0.164	0.180
0.844	4.534	8.065	0.180	0.188
0.849	4.570	8.126	0.172	0.197
0.855	4.589	8.168	0.197	0.188
0.860	4.625	8.217	0.221	0.205
0.866	4.631	8.272	0.221	0.213
0.871	4.668	8.333	0.238	0.221
0.877	4.692	8.363	0.262	0.221
0.882	4.722	8.424	0.262	0.229
0.888	4.747	8.467	0.278	0.238
0.894	4.771	8.521	0.287	0.246
0.899	4.808	8.570	0.311	0.246
0.905	4.826	8.625	0.328	0.246
0.910	4.856	8.674	0.319	0.262
0.916	4.887	8.728	0.319	0.254
0.921	4.905	8.783	0.344	0.262
0.927	4.936	8.826	0.360	0.262
0.932	4.966	8.875	0.377	0.278
0.938	4.990	8.923	0.385	0.270
0.943	5.015	8.972	0.401	0.287
0.949	5.033	9.027	0.410	0.287
0.955	5.076	9.075	0.442	0.287
0.960	5.088	9.136	0.442	0.295
0.966	5.118	9.173	0.459	0.311
0.971	5.149	9.234	0.475	0.311
0.977	5.179	9.276	0.500	0.319
0.982	5.191	9.325	0.508	0.328
0.988	5.216	9.374	0.508	0.328
0.993	5.252	9.422	0.516	0.328
0.999	5.270	9.477	0.532	0.328
1.005	5.295	9.538	0.549	0.336
1.010	5.325	9.581	0.573	0.344
1.016	5.343	9.629	0.582	0.344
1.021	5.374	9.678	0.573	0.369
1.027	5.386	9.727	0.606	0.352
1.032	5.435	9.776	0.614	0.369
1.038	5.465	9.830	0.631	0.369
1.043	5.477	9.885	0.631	0.385
1.049	5.502	9.928	0.655	0.393
1.054	5.532	9.983	0.663	0.385
1.060	5.557	10.019	0.688	0.401
1.066	5.581	10.068	0.696	0.393
1.071	5.611	10.123	0.688	0.410
1.077	5.630	10.171	0.729	0.410
1.082	5.660	10.226	0.729	0.418
1.088	5.684	10.275	0.745	0.426
1.093	5.715	10.324	0.737	0.418
1.099	5.739	10.378	0.770	0.434
1.104	5.770	10.415	0.770	0.434
1.110	5.788	10.482	0.786	0.434
1.116	5.818	10.524	0.811	0.451
1.121	5.843	10.573	0.827	0.451
1.127	5.873	10.616	0.827	0.459
1.132	5.904	10.677	0.852	0.459
1.138	5.922	10.738	0.860	0.475
1.143	5.952	10.774	0.868	0.483
1.149	5.977	10.823	0.885	0.483
1.154	5.995	10.878	0.885	0.475
1.160	6.038	10.926	0.917	0.483
1.165	6.056	10.975	0.934	0.500
1.171	6.080	11.036	0.934	0.500
1.177	6.098	11.078	0.934	0.508
1.182	6.129	11.127	0.967	0.508
1.188	6.159	11.170	0.967	0.516
1.193	6.190	11.225	0.967	0.516
1.199	6.214	11.279	0.991	0.516
1.204	6.238	11.322	1.024	0.532
1.210	6.269	11.365	1.032	0.541
1.215	6.287	11.426	1.024	0.549
1.221	6.318	11.480	1.065	0.549
1.227	6.342	11.529	1.065	0.541
1.232	6.378	11.578	1.073	0.557
1.238	6.391	11.620	1.081	0.557
1.243	6.421	11.675	1.106	0.565
1.249	6.445	11.724	1.106	0.565
1.254	6.470	11.785	1.114	0.573
1.260	6.488	11.827	1.139	0.573
1.265	6.519	11.882	1.163	0.582
1.271	6.549	11.931	1.163	0.590
1.276	6.567	11.973	1.179	0.606
1.282	6.592	12.028	1.188	0.598
1.288	6.622	12.077	1.204	0.606
1.293	6.646	12.120	1.212	0.606
1.299	6.671	12.174	1.229	0.623
1.304	6.695	12.217	1.237	0.623
1.310	6.726	12.266	1.270	0.623
1.315	6.750	12.320	1.261	0.631
1.321	6.768	12.369	1.294	0.647
1.326	6.792	12.424	1.294	0.655
1.332	6.817	12.467	1.311	0.647
1.338	6.841	12.515	1.319	0.663
1.343	6.872	12.570	1.319	0.655
1.349	6.896	12.619	1.343	0.663
1.354	6.920	12.661	1.352	0.672
1.360	6.945	12.716	1.360	0.672
1.365	6.975	12.765	1.368	0.680
1.371	6.981	12.801	1.392	0.688
1.376	7.024	12.856	1.392	0.696
1.382	7.042	12.911	1.409	0.704
1.387	7.073	12.954	1.433	0.696
1.393	7.097	13.008	1.433	0.729
1.399	7.121	13.051	1.433	0.704
1.404	7.146	13.106	1.483	0.721
1.410	7.170	13.149	1.483	0.729
1.415	7.188	13.209	1.491	0.737
1.421	7.225	13.246	1.507	0.729
1.426	7.249	13.301	1.515	0.745
1.432	7.273	13.349	1.540	0.737
1.437	7.292	13.392	1.540	0.745
1.443	7.316	13.441	1.564	0.754
1.449	7.340	13.496	1.556	0.762
1.454	7.371	13.544	1.589	0.778
1.460	7.395	13.593	1.605	0.762
1.465	7.413	13.642	1.614	0.770
1.471	7.426	13.684	1.630	0.786
1.476	7.462	13.733	1.646	0.786
1.482	7.487	13.782	1.646	0.803
1.487	7.505	13.830	1.655	0.811
1.493	7.529	13.879	1.671	0.803
1.498	7.554	13.916	1.687	0.811
1.504	7.584	13.970	1.687	0.827
1.510	7.602	14.013	1.696	0.819
1.515	7.627	14.068	1.720	0.819
1.521	7.645	14.104	1.736	0.827
1.526	7.669	14.165	1.745	0.827
1.532	7.694	14.214	1.745	0.844
1.537	7.712	14.250	1.761	0.852
1.543	7.730	14.293	1.769	0.852
1.548	7.754	14.348	1.802	0.852
1.554	7.773	14.391	1.794	0.860
1.560	7.791	14.427	1.810	0.876
1.565	7.809	14.482	1.818	0.868
1.571	7.827	14.518	1.851	0.876
1.576	7.852	14.567	1.851	0.876
1.582	7.876	14.616	1.859	0.893
1.587	7.901	14.658	1.876	0.893
1.593	7.913	14.701	1.884	0.893
1.598	7.937	14.744	1.900	0.909
1.604	7.955	14.786	1.900	0.909
1.609	7.968	14.829	1.925	0.909
1.615	7.986	14.871	1.941	0.909
1.621	8.022	14.914	1.949	0.917
1.626	8.028	14.963	1.949	0.909
1.632	8.047	14.999	1.958	0.926
1.637	8.071	15.048	1.974	0.926
1.643	8.083	15.091	1.974	0.934
1.648	8.114	15.127	1.999	0.950
1.654	8.120	15.170	2.007	0.950
1.659	8.144	15.212	2.015	0.950
1.665	8.162	15.255	2.031	0.950
1.671	8.187	15.292	2.023	0.975
1.676	8.199	15.334	2.056	0.967
1.682	8.223	15.377	2.048	0.967
1.687	8.241	15.407	2.072	0.983
1.693	8.254	15.456	2.072	0.975
1.698	8.272	15.492	2.089	0.991
1.704	8.290	15.529	2.113	0.991
1.709	8.321	15.572	2.121	0.991
1.715	8.333	15.602	2.138	0.999
1.720	8.345	15.645	2.154	1.007
1.726	8.363	15.693	2.146	1.007
1.732	8.382	15.718	2.154	1.024
1.737	8.400	15.766	2.179	1.007
1.743	8.418	15.797	2.187	1.016
1.748	8.442	15.840	2.195	1.024
1.754	8.448	15.882	2.212	1.032
1.759	8.479	15.919	2.212	1.032
1.765	8.485	15.955	2.212	1.032
1.770	8.503	15.998	2.228	1.048
1.776	8.528	16.022	2.244	1.048
1.782	8.546	16.071	2.269	1.057
1.787	8.558	16.101	2.253	1.057
1.793	8.570	16.132	2.285	1.057
1.798	8.595	16.180	2.293	1.065
1.804	8.619	16.217	2.302	1.065
1.809	8.643	16.254	2.310	1.065
1.815	8.655	16.290	2.310	1.073
1.820	8.680	16.327	2.326	1.073
1.826	8.698	16.369	2.343	1.081
1.831	8.704	16.394	2.351	1.098
1.837	8.735	16.430	2.359	1.089
1.843	8.747	16.473	2.367	1.106
1.848	8.777	16.515	2.375	1.098
1.854	8.802	16.552	2.384	1.106
1.859	8.826	16.588	2.400	1.106
1.865	8.844	16.631	2.408	1.122
1.870	8.869	16.661	2.416	1.122
1.876	8.887	16.710	2.433	1.122
1.881	8.911	16.735	2.441	1.130
1.887	8.936	16.771	2.457	1.130
1.893	8.954	16.808	2.457	1.139
1.898	8.972	16.850	2.457	1.139
1.904	8.990	16.893	2.490	1.155
1.909	9.015	16.935	2.498	1.147
1.915	9.039	16.966	2.490	1.155
1.920	9.063	17.015	2.515	1.155
1.926	9.100	17.051	2.531	1.163
1.931	9.112	17.088	2.539	1.179
1.937	9.143	17.130	2.547	1.171
1.942	9.161	17.167	2.539	1.171
1.948	9.179	17.215	2.556	1.179
1.954	9.203	17.246	2.572	1.188
1.959	9.234	17.295	2.572	1.196
1.965	9.240	17.337	2.597	1.204
1.970	9.277	17.374	2.637	1.204
1.976	9.301	17.416	2.637	1.204
1.981	9.319	17.447	2.646	1.212
1.987	9.325	17.483	2.654	1.212
1.992	9.343	17.538	2.654	1.220
1.998	9.368	17.569	2.678	1.229
2.004	9.398	17.611	2.678	1.237
2.009	9.417	17.660	2.687	1.237
2.015	9.435	17.696	2.711	1.237
2.020	9.459	17.739	2.711	1.245
2.026	9.465	17.776	2.736	1.261
2.031	9.502	17.812	2.736	1.253
2.037	9.514	17.855	2.736	1.261
2.042	9.538	17.891	2.760	1.270
2.048	9.569	17.934	2.777	1.278
2.053	9.587	17.970	2.769	1.270
2.059	9.611	18.019	2.793	1.278
2.065	9.624	18.056	2.785	1.278
2.070	9.648	18.098	2.834	1.278
2.076	9.666	18.135	2.826	1.311
2.081	9.684	18.177	2.834	1.302
2.087	9.703	18.208	2.859	1.294
2.092	9.721	18.257	2.859	1.302
2.098	9.733	18.293	2.875	1.311
2.103	9.751	18.330	2.883	1.319
2.109	9.770	18.372	2.891	1.319
2.115	9.788	18.409	2.900	1.335
2.120	9.806	18.445	2.908	1.327
2.126	9.818	18.488	2.916	1.335
2.131	9.843	18.518	2.932	1.327
2.137	9.855	18.549	2.932	1.352
2.142	9.873	18.598	2.965	1.343
2.148	9.885	18.634	2.965	1.343
2.153	9.898	18.671	2.981	1.352
2.159	9.910	18.707	2.981	1.368
2.164	9.922	18.744	2.990	1.352
2.170	9.946	18.774	3.022	1.376
2.176	9.958	18.811	3.022	1.376
2.181	9.977	18.847	3.014	1.368
2.187	10.001	18.884	3.039	1.384
2.192	10.001	18.914	3.039	1.384
2.198	10.019	18.951	3.031	1.392
2.203	10.038	18.981	3.063	1.392
2.209	10.050	19.024	3.072	1.392
2.214	10.074	19.054	3.088	1.392
2.220	10.086	19.091	3.088	1.409
2.226	10.098	19.127	3.096	1.409
2.231	10.123	19.164	3.104	1.409
2.237	10.141	19.182	3.121	1.425
2.242	10.153	19.225	3.129	1.425
2.248	10.171	19.261	3.137	1.433
2.253	10.178	19.292	3.154	1.425
2.259	10.202	19.316	3.162	1.442
2.264	10.214	19.352	3.162	1.442
2.270	10.232	19.383	3.170	1.442
2.275	10.245	19.419	3.170	1.450
2.281	10.257	19.450	3.178	1.458
2.287	10.275	19.493	3.211	1.450
2.292	10.299	19.517	3.211	1.450
2.298	10.299	19.559	3.219	1.466
2.303	10.324	19.584	3.244	1.474
2.309	10.330	19.614	3.260	1.474
2.314	10.348	19.645	3.235	1.474
2.320	10.372	19.687	3.252	1.474
2.325	10.391	19.712	3.268	1.483
2.331	10.403	19.736	3.268	1.483
2.337	10.427	19.779	3.285	1.483
2.342	10.433	19.809	3.301	1.499
2.348	10.470	19.840	3.309	1.499
2.353	10.476	19.876	3.317	1.507
2.359	10.500	19.900	3.334	1.507
2.364	10.506	19.937	3.326	1.507
2.370	10.537	19.961	3.342	1.507
2.375	10.549	20.010	3.350	1.524
2.381	10.573	20.040	3.350	1.524
2.386	10.592	20.071	3.375	1.515
2.392	10.610	20.095	3.375	1.532
2.398	10.628	20.138	3.375	1.532
2.403	10.652	20.174	3.399	1.540
2.409	10.677	20.199	3.416	1.540
2.414	10.707	20.229	3.432	1.548
2.420	10.713	20.260	3.440	1.548
2.425	10.732	20.302	3.424	1.556
2.431	10.750	20.333	3.448	1.556
2.436	10.786	20.369	3.465	1.556
2.442	10.799	20.412	3.465	1.564
2.448	10.823	20.448	3.481	1.564
2.453	10.841	20.485	3.489	1.573
2.459	10.866	20.515	3.498	1.573
2.464	10.884	20.552	3.506	1.581
2.470	10.896	20.582	3.522	1.581
2.475	10.920	20.625	3.530	1.605
2.481	10.939	20.661	3.538	1.597
2.486	10.957	20.692	3.547	1.597
2.492	10.975	20.728	3.555	1.605
2.497	10.999	20.771	3.563	1.614
2.503	11.024	20.808	3.579	1.605
2.509	11.054	20.832	3.604	1.614
2.514	11.073	20.875	3.596	1.622
2.520	11.085	20.917	3.596	1.630
2.525	11.115	20.948	3.620	1.630
2.531	11.133	20.990	3.629	1.630
2.536	11.164	21.033	3.653	1.646
2.542	11.182	21.063	3.637	1.655
2.547	11.206	21.106	3.670	1.638
2.553	11.225	21.136	3.686	1.663
2.559	11.249	21.179	3.686	1.655
2.564	11.273	21.222	3.694	1.671
2.570	11.292	21.258	3.710	1.671
2.575	11.310	21.295	3.710	1.671
2.581	11.340	21.331	3.727	1.679
2.586	11.359	21.374	3.735	1.687
2.592	11.371	21.416	3.751	1.687
2.597	11.401	21.453	3.768	1.687
2.603	11.420	21.489	3.760	1.704
2.608	11.444	21.532	3.784	1.720
2.614	11.468	21.575	3.784	1.712
2.620	11.493	21.605	3.792	1.704
2.625	11.505	21.642	3.809	1.712
2.631	11.529	21.690	3.817	1.720
2.636	11.554	21.721	3.833	1.720
2.642	11.566	21.763	3.842	1.720
2.647	11.596	21.800	3.858	1.736
2.653	11.614	21.843	3.850	1.745
2.658	11.639	21.879	3.866	1.745
2.664	11.663	21.928	3.891	1.745
2.670	11.675	21.958	3.891	1.753
2.675	11.700	22.013	3.915	1.761
2.681	11.718	22.043	3.923	1.761
2.686	11.724	22.080	3.940	1.769
2.692	11.767	22.123	3.948	1.769
2.697	11.773	22.165	3.956	1.769
2.703	11.791	22.196	3.948	1.777
2.708	11.815	22.238	3.989	1.794
2.714	11.840	22.281	3.989	1.786
2.719	11.852	22.317	3.997	1.786
2.725	11.864	22.348	4.014	1.794
2.731	11.894	22.391	4.005	1.810
2.736	11.913	22.439	4.038	1.802
2.742	11.937	22.476	4.030	1.802
2.747	11.961	22.512	4.038	1.818
2.753	11.961	22.555	4.055	1.827
2.758	11.992	22.585	4.063	1.818
2.764	12.010	22.628	4.087	1.843
2.769	12.022	22.671	4.095	1.835
2.775	12.041	22.701	4.087	1.835
2.781	12.065	22.738	4.104	1.843
2.786	12.071	22.786	4.120	1.843
2.792	12.095	22.811	4.128	1.851
2.797	12.108	22.853	4.145	1.859
2.803	12.132	22.896	4.153	1.868
2.808	12.144	22.932	4.145	1.868
2.814	12.162	22.975	4.145	1.876
2.819	12.181	22.999	4.169	1.876
2.825	12.199	23.036	4.186	1.884
2.830	12.217	23.079	4.202	1.876
2.836	12.223	23.109	4.227	1.884
2.842	12.254	23.152	4.210	1.892
2.847	12.266	23.176	4.218	1.892
2.853	12.284	23.212	4.227	1.892
2.858	12.308	23.255	4.227	1.917
2.864	12.321	23.292	4.267	1.917
2.869	12.333	23.328	4.259	1.925
2.875	12.345	23.359	4.284	1.900
2.880	12.363	23.389	4.292	1.933
2.886	12.375	23.432	4.292	1.933
2.892	12.394	23.462	4.308	1.925
2.897	12.406	23.499	4.317	1.933
2.903	12.424	23.535	4.325	1.933
2.908	12.442	23.566	4.341	1.933
2.914	12.461	23.602	4.349	1.941
2.919	12.467	23.633	4.358	1.949
2.925	12.485	23.669	4.358	1.958
2.930	12.509	23.693	4.374	1.958
2.936	12.515	23.730	4.382	1.966
2.941	12.528	23.766	4.390	1.966
2.947	12.546	23.803	4.415	1.966
2.953	12.558	23.833	4.415	1.974
2.958	12.576	23.870	4.439	1.982
2.964	12.601	23.894	4.415	1.982
2.969	12.607	23.931	4.448	1.990
2.975	12.631	23.961	4.439	1.982
2.980	12.631	23.998	4.456	1.990
2.986	12.662	24.034	4.472	1.999
2.991	12.680	24.059	4.489	2.007
2.997	12.692	24.083	4.489	2.015
3.003	12.704	24.132	4.505	2.023
3.008	12.716	24.156	4.497	2.015
3.014	12.735	24.187	4.497	2.023
3.019	12.753	24.223	4.521	2.031
3.025	12.765	24.247	4.538	2.040
3.030	12.789	24.278	4.538	2.031
3.036	12.802	24.308	4.546	2.040
3.041	12.808	24.333	4.571	2.048
3.047	12.832	24.375	4.571	2.040
3.052	12.850	24.406	4.579	2.056
3.058	12.856	24.442	4.587	2.040
3.064	12.869	24.467	4.603	2.064
3.069	12.881	24.503	4.595	2.064
3.075	12.899	24.534	4.620	2.064
3.080	12.923	24.558	4.636	2.064
3.086	12.936	24.588	4.620	2.072
3.091	12.948	24.625	4.652	2.072
3.097	12.960	24.655	4.644	2.080
3.102	12.972	24.680	4.661	2.072
3.108	12.990	24.716	4.661	2.089
3.114	13.003	24.747	4.677	2.089
3.119	13.027	24.783	4.685	2.097
3.125	13.039	24.814	4.677	2.105
3.130	13.057	24.844	4.702	2.105
3.136	13.063	24.875	4.702	2.113
3.141	13.082	24.893	4.718	2.113
3.147	13.106	24.929	4.726	2.113
3.152	13.118	24.960	4.743	2.113
3.158	13.130	24.984	4.734	2.130
3.163	13.149	25.021	4.751	2.138
3.169	13.155	25.045	4.775	2.138
3.175	13.173	25.075	4.775	2.130
3.180	13.185	25.112	4.783	2.138
3.186	13.210	25.136	4.800	2.138
3.191	13.222	25.173	4.783	2.146
3.197	13.234	25.197	4.816	2.138
3.202	13.252	25.228	4.816	2.146
3.208	13.270	25.258	4.816	2.162
3.213	13.283	25.289	4.833	2.154
3.219	13.283	25.313	4.833	2.171
3.225	13.307	25.349	4.841	2.171
3.230	13.319	25.380	4.849	2.179
3.236	13.343	25.410	4.849	2.171
3.241	13.356	25.435	4.865	2.179
3.247	13.374	25.465	4.890	2.179
3.252	13.386	25.496	4.890	2.179
3.258	13.404	25.526	4.890	2.195
3.263	13.410	25.550	4.906	2.195
3.269	13.429	25.581	4.906	2.195
3.274	13.435	25.611	4.915	2.203
3.280	13.453	25.642	4.931	2.212
3.286	13.471	25.672	4.931	2.203
3.291	13.490	25.696	4.956	2.203
3.297	13.502	25.739	4.956	2.212
3.302	13.520	25.751	4.972	2.220
3.308	13.538	25.782	4.972	2.228
3.313	13.550	25.824	4.972	2.220
3.319	13.563	25.849	4.972	2.236
3.324	13.575	25.873	4.996	2.228
3.330	13.593	25.903	5.005	2.228
3.336	13.599	25.928	5.029	2.236
3.341	13.611	25.958	5.021	2.253
3.347	13.630	25.989	5.037	2.253
3.352	13.648	26.013	5.046	2.253
3.358	13.654	26.044	5.046	2.261
3.363	13.666	26.068	5.054	2.261
3.369	13.684	26.098	5.062	2.261
3.374	13.697	26.129	5.078	2.269
3.380	13.715	26.159	5.078	2.269
3.385	13.727	26.184	5.078	2.269
3.391	13.739	26.220	5.103	2.277
3.397	13.751	26.244	5.095	2.285
3.402	13.764	26.257	5.119	2.285
3.408	13.782	26.299	5.111	2.285
3.413	13.794	26.324	5.144	2.285
3.419	13.806	26.348	5.136	2.302
3.424	13.812	26.378	5.136	2.293
3.430	13.831	26.403	5.152	2.302
3.435	13.843	26.439	5.160	2.318
3.441	13.855	26.458	5.160	2.310
3.447	13.873	26.482	5.152	2.310
3.452	13.867	26.512	5.177	2.310
3.458	13.898	26.537	5.185	2.326
3.463	13.904	26.561	5.193	2.334
3.469	13.910	26.585	5.201	2.334
3.474	13.916	26.616	5.218	2.334
3.480	13.928	26.640	5.218	2.334
3.485	13.946	26.671	5.226	2.326
3.491	13.958	26.689	5.226	2.334
3.496	13.958	26.707	5.218	2.343
3.502	13.971	26.731	5.242	2.343
3.508	13.983	26.762	5.250	2.351
3.513	13.989	26.786	5.250	2.351
3.519	14.001	26.805	5.267	2.359
3.524	14.013	26.835	5.291	2.351
3.530	14.038	26.853	5.283	2.367
3.535	14.038	26.878	5.291	2.367
3.541	14.050	26.908	5.300	2.367
3.546	14.056	26.926	5.308	2.375
3.552	14.074	26.945	5.300	2.367
3.558	14.074	26.975	5.332	2.384
3.563	14.092	26.993	5.340	2.384
3.569	14.098	27.012	5.324	2.384
3.574	14.105	27.042	5.349	2.392
3.580	14.111	27.066	5.365	2.384
3.585	14.123	27.085	5.365	2.384
3.591	14.135	27.097	5.373	2.408
3.596	14.141	27.133	5.381	2.408
3.602	14.147	27.152	5.390	2.400
3.607	14.153	27.170	5.381	2.408
3.613	14.165	27.194	5.390	2.408
3.619	14.178	27.212	5.373	2.400
3.624	14.184	27.225	5.406	2.416
3.630	14.184	27.255	5.414	2.408
3.635	14.202	27.267	5.414	2.408
3.641	14.208	27.298	5.431	2.416
3.646	14.214	27.316	5.431	2.416
3.652	14.214	27.340	5.431	2.425
3.657	14.226	27.352	5.439	2.425
3.663	14.238	27.371	5.431	2.433
3.669	14.245	27.389	5.447	2.433
3.674	14.257	27.407	5.447	2.441
3.680	14.263	27.438	5.447	2.433
3.685	14.269	27.438	5.463	2.433
3.691	14.275	27.462	5.480	2.449
3.696	14.281	27.480	5.480	2.441
3.702	14.287	27.505	5.488	2.449
3.707	14.299	27.505	5.504	2.449
3.713	14.305	27.541	5.512	2.457
3.718	14.312	27.553	5.512	2.457
3.724	14.324	27.566	5.512	2.474
3.730	14.318	27.590	5.521	2.457
3.735	14.330	27.602	5.521	2.474
3.741	14.336	27.620	5.529	2.465
3.746	14.342	27.633	5.537	2.474
3.752	14.342	27.651	5.545	2.474
3.757	14.348	27.663	5.545	2.465
3.763	14.354	27.681	5.537	2.482
3.768	14.360	27.700	5.545	2.490
3.774	14.366	27.718	5.545	2.482
3.780	14.372	27.736	5.545	2.490
3.785	14.372	27.742	5.562	2.490
3.791	14.378	27.754	5.578	2.490
