Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
0.000	0.016	-4.346	2.040	1.065
0.006	0.053	-4.272	2.064	1.065
0.011	0.077	-4.212	2.080	1.073
0.017	0.114	-4.139	2.097	1.081
0.022	0.144	-4.072	2.130	1.089
0.028	0.168	-3.999	2.146	1.106
0.033	0.205	-3.925	2.171	1.122
0.039	0.223	-3.865	2.171	1.122
0.044	0.254	-3.791	2.195	1.122
0.050	0.284	-3.725	2.220	1.147
0.055	0.308	-3.651	2.236	1.139
0.061	0.345	-3.578	2.261	1.163
0.067	0.363	-3.518	2.269	1.155
0.072	0.400	-3.451	2.285	1.171
0.078	0.430	-3.377	2.310	1.179
0.083	0.454	-3.304	2.334	1.196
0.089	0.485	-3.231	2.351	1.204
0.094	0.521	-3.164	2.375	1.212
0.100	0.546	-3.085	2.384	1.212
0.105	0.570	-3.018	2.408	1.229
0.111	0.588	-2.957	2.433	1.245
0.117	0.637	-2.884	2.441	1.245
0.122	0.668	-2.811	2.465	1.245
0.128	0.698	-2.738	2.474	1.261
0.133	0.728	-2.677	2.506	1.270
0.139	0.759	-2.598	2.515	1.278
0.144	0.789	-2.537	2.539	1.278
0.150	0.826	-2.458	2.556	1.294
0.155	0.850	-2.385	2.564	1.302
0.161	0.881	-2.318	2.588	1.311
0.166	0.911	-2.239	2.597	1.311
0.172	0.942	-2.172	2.629	1.311
0.178	0.972	-2.105	2.637	1.319
0.183	0.996	-2.032	2.646	1.335
0.189	1.039	-1.953	2.662	1.343
0.194	1.051	-1.886	2.695	1.360
0.200	1.088	-1.807	2.703	1.352
0.205	1.118	-1.746	2.711	1.368
0.211	1.155	-1.673	2.744	1.368
0.216	1.167	-1.600	2.752	1.376
0.222	1.197	-1.521	2.777	1.401
0.228	1.228	-1.454	2.785	1.392
0.233	1.246	-1.381	2.801	1.401
0.239	1.282	-1.326	2.809	1.409
0.244	1.301	-1.241	2.834	1.417
0.250	1.337	-1.174	2.867	1.417
0.255	1.356	-1.094	2.859	1.433
0.261	1.374	-1.027	2.875	1.433
0.266	1.410	-0.960	2.900	1.450
0.272	1.429	-0.887	2.908	1.450
0.277	1.459	-0.814	2.924	1.458
0.283	1.489	-0.747	2.941	1.458
0.289	1.514	-0.662	2.949	1.458
0.294	1.544	-0.595	2.965	1.474
0.300	1.569	-0.528	2.973	1.491
0.305	1.605	-0.461	2.990	1.474
0.311	1.636	-0.376	3.022	1.483
0.316	1.660	-0.315	3.031	1.499
0.322	1.690	-0.236	3.031	1.499
0.327	1.715	-0.163	3.047	1.507
0.333	1.751	-0.096	3.055	1.515
0.339	1.776	-0.017	3.080	1.524
0.344	1.812	0.044	3.088	1.524
0.350	1.836	0.129	3.104	1.532
0.355	1.861	0.190	3.104	1.532
0.361	1.885	0.257	3.121	1.548
0.366	1.910	0.336	3.137	1.548
0.372	1.934	0.403	3.145	1.564
0.377	1.977	0.464	3.162	1.564
0.383	2.001	0.543	3.170	1.556
0.388	2.019	0.616	3.194	1.573
0.394	2.056	0.689	3.203	1.573
0.400	2.080	0.763	3.219	1.589
0.405	2.104	0.836	3.227	1.581
0.411	2.141	0.903	3.235	1.589
0.416	2.171	0.982	3.252	1.589
0.422	2.196	1.043	3.268	1.589
0.427	2.220	1.116	3.268	1.605
0.433	2.250	1.177	3.293	1.605
0.438	2.275	1.262	3.293	1.605
0.444	2.299	1.329	3.301	1.614
0.450	2.348	1.396	3.317	1.622
0.455	2.366	1.469	3.326	1.638
0.461	2.391	1.530	3.342	1.630
0.466	2.415	1.597	3.350	1.646
0.472	2.439	1.670	3.350	1.638
0.477	2.470	1.749	3.375	1.655
0.483	2.494	1.804	3.383	1.655
0.488	2.518	1.883	3.383	1.646
0.494	2.555	1.950	3.399	1.646
0.499	2.573	2.023	3.407	1.679
0.505	2.610	2.096	3.424	1.671
0.511	2.628	2.157	3.424	1.671
0.516	2.671	2.230	3.448	1.679
0.522	2.695	2.309	3.440	1.679
0.527	2.725	2.358	3.473	1.679
0.533	2.756	2.437	3.481	1.687
0.538	2.792	2.510	3.481	1.696
0.544	2.823	2.571	3.506	1.687
0.549	2.847	2.638	3.498	1.704
0.555	2.884	2.699	3.506	1.696
0.561	2.908	2.778	3.514	1.696
0.566	2.938	2.851	3.538	1.704
0.572	2.969	2.912	3.538	1.712
0.577	3.005	2.973	3.555	1.712
0.583	3.024	3.052	3.563	1.720
0.588	3.054	3.119	3.555	1.728
0.594	3.085	3.180	3.579	1.728
0.599	3.109	3.259	3.579	1.736
0.605	3.133	3.314	3.588	1.745
0.610	3.170	3.381	3.596	1.736
0.616	3.200	3.441	3.612	1.753
0.622	3.219	3.521	3.620	1.753
0.627	3.249	3.581	3.620	1.761
0.633	3.273	3.648	3.637	1.761
0.638	3.310	3.715	3.645	1.761
0.644	3.328	3.795	3.645	1.761
0.649	3.371	3.849	3.661	1.769
0.655	3.401	3.916	3.670	1.777
0.660	3.438	3.983	3.670	1.769
0.666	3.468	4.050	3.686	1.769
0.672	3.493	4.117	3.694	1.786
0.677	3.517	4.178	3.710	1.777
0.683	3.541	4.251	3.719	1.777
0.688	3.566	4.306	3.710	1.786
0.694	3.590	4.379	3.710	1.794
0.699	3.626	4.440	3.727	1.786
0.705	3.651	4.507	3.743	1.802
0.710	3.681	4.580	3.751	1.794
0.716	3.712	4.635	3.768	1.794
0.721	3.730	4.696	3.760	1.810
0.727	3.754	4.763	3.768	1.810
0.733	3.785	4.830	3.784	1.802
0.738	3.809	4.890	3.784	1.802
0.744	3.840	4.945	3.801	1.818
0.749	3.876	5.018	3.809	1.802
0.755	3.900	5.079	3.809	1.818
0.760	3.931	5.146	3.825	1.835
0.766	3.967	5.207	3.817	1.818
0.771	3.998	5.268	3.833	1.835
0.777	4.016	5.323	3.842	1.827
0.783	4.047	5.402	3.842	1.835
0.788	4.077	5.457	3.858	1.843
0.794	4.101	5.518	3.866	1.835
0.799	4.138	5.584	3.874	1.851
0.805	4.168	5.658	3.874	1.851
0.810	4.193	5.712	3.882	1.851
0.816	4.223	5.779	3.882	1.851
0.821	4.247	5.840	3.899	1.868
0.827	4.272	5.895	3.891	1.859
0.832	4.302	5.956	3.915	1.859
0.838	4.321	6.017	3.915	1.868
0.844	4.357	6.084	3.932	1.859
0.849	4.387	6.157	3.932	1.876
0.855	4.406	6.199	3.948	1.876
0.860	4.430	6.260	3.956	1.884
0.866	4.461	6.333	3.956	1.868
0.871	4.485	6.400	3.956	1.876
0.877	4.515	6.449	3.973	1.876
0.882	4.540	6.510	3.973	1.884
0.888	4.570	6.571	3.981	1.892
0.894	4.588	6.632	3.989	1.892
0.899	4.619	6.680	3.989	1.884
0.905	4.655	6.741	3.997	1.884
0.910	4.674	6.802	4.014	1.892
0.916	4.704	6.863	4.014	1.900
0.921	4.735	6.930	4.022	1.900
0.927	4.753	6.985	4.030	1.908
0.932	4.783	7.046	4.022	1.900
0.938	4.814	7.107	4.030	1.900
0.943	4.832	7.155	4.055	1.925
0.949	4.875	7.228	4.038	1.917
0.955	4.899	7.283	4.055	1.917
0.960	4.923	7.338	4.071	1.917
0.966	4.948	7.393	4.071	1.917
0.971	4.984	7.454	4.063	1.925
0.977	5.008	7.514	4.087	1.933
0.982	5.027	7.575	4.087	1.933
0.988	5.063	7.624	4.095	1.925
0.993	5.075	7.691	4.095	1.933
0.999	5.112	7.746	4.104	1.941
1.005	5.142	7.795	4.112	1.933
1.010	5.167	7.861	4.120	1.933
1.016	5.197	7.916	4.120	1.941
1.021	5.222	7.977	4.120	1.941
1.027	5.252	8.032	4.145	1.958
1.032	5.270	8.087	4.145	1.949
1.038	5.301	8.148	4.161	1.933
1.043	5.331	8.196	4.153	1.949
1.049	5.349	8.257	4.169	1.958
1.054	5.380	8.312	4.161	1.958
1.060	5.404	8.367	4.186	1.966
1.066	5.435	8.422	4.186	1.958
1.071	5.465	8.476	4.177	1.966
1.077	5.496	8.525	4.186	1.958
1.082	5.514	8.592	4.202	1.974
1.088	5.538	8.647	4.202	1.974
1.093	5.581	8.702	4.210	1.966
1.099	5.587	8.763	4.202	1.974
1.104	5.629	8.811	4.227	1.982
1.110	5.648	8.866	4.235	1.982
1.116	5.666	8.921	4.235	1.990
1.121	5.690	8.976	4.243	1.982
1.127	5.727	9.037	4.251	1.982
1.132	5.763	9.085	4.259	1.990
1.138	5.782	9.140	4.267	1.990
1.143	5.812	9.195	4.267	1.990
1.149	5.836	9.256	4.276	1.990
1.154	5.867	9.292	4.276	2.007
1.160	5.891	9.353	4.292	1.999
1.165	5.922	9.402	4.292	2.007
1.171	5.946	9.469	4.292	2.007
1.177	5.970	9.511	4.292	1.999
1.182	6.007	9.566	4.300	2.015
1.188	6.025	9.627	4.325	2.015
1.193	6.056	9.676	4.317	2.015
1.199	6.086	9.731	4.333	2.015
1.204	6.104	9.779	4.333	2.007
1.210	6.129	9.828	4.333	2.023
1.215	6.153	9.889	4.341	2.015
1.221	6.177	9.938	4.349	2.031
1.227	6.202	9.998	4.341	2.023
1.232	6.226	10.035	4.366	2.048
1.238	6.251	10.096	4.374	2.031
1.243	6.275	10.151	4.382	2.031
1.249	6.305	10.193	4.382	2.031
1.254	6.317	10.248	4.390	2.031
1.260	6.348	10.309	4.382	2.048
1.265	6.378	10.346	4.390	2.040
1.271	6.391	10.406	4.407	2.040
1.276	6.415	10.443	4.415	2.056
1.282	6.439	10.510	4.415	2.040
1.288	6.464	10.553	4.431	2.056
1.293	6.488	10.613	4.423	2.056
1.299	6.512	10.662	4.431	2.056
1.304	6.531	10.717	4.431	2.048
1.310	6.549	10.766	4.448	2.056
1.315	6.585	10.820	4.439	2.064
1.321	6.591	10.863	4.456	2.064
1.326	6.616	10.906	4.464	2.064
1.332	6.640	10.967	4.472	2.072
1.338	6.658	11.015	4.464	2.072
1.343	6.677	11.058	4.472	2.072
1.349	6.707	11.107	4.480	2.080
1.354	6.725	11.161	4.489	2.072
1.360	6.756	11.204	4.497	2.080
1.365	6.762	11.259	4.480	2.089
1.371	6.774	11.307	4.505	2.080
1.376	6.798	11.362	4.513	2.080
1.382	6.823	11.411	4.513	2.089
1.387	6.841	11.454	4.521	2.089
1.393	6.865	11.508	4.521	2.089
1.399	6.878	11.557	4.530	2.097
1.404	6.890	11.606	4.546	2.097
1.410	6.920	11.655	4.530	2.097
1.415	6.932	11.697	4.538	2.097
1.421	6.951	11.746	4.546	2.113
1.426	6.969	11.801	4.562	2.105
1.432	6.993	11.849	4.562	2.105
1.437	7.005	11.892	4.571	2.105
1.443	7.036	11.941	4.571	2.113
1.449	7.048	11.983	4.571	2.113
1.454	7.066	12.032	4.562	2.121
1.460	7.079	12.081	4.579	2.105
1.465	7.103	12.129	4.579	2.121
1.471	7.115	12.178	4.603	2.113
1.476	7.145	12.233	4.587	2.121
1.482	7.164	12.269	4.595	2.113
1.487	7.188	12.318	4.603	2.113
1.493	7.200	12.367	4.603	2.121
1.498	7.219	12.409	4.611	2.130
1.504	7.243	12.458	4.611	2.121
1.510	7.267	12.507	4.620	2.130
1.515	7.286	12.543	4.620	2.121
1.521	7.304	12.598	4.628	2.130
1.526	7.334	12.647	4.620	2.130
1.532	7.340	12.690	4.628	2.138
1.537	7.365	12.732	4.636	2.121
1.543	7.383	12.781	4.636	2.130
1.548	7.407	12.823	4.644	2.138
1.554	7.419	12.872	4.636	2.138
1.560	7.450	12.915	4.636	2.146
1.565	7.462	12.963	4.661	2.130
1.571	7.486	13.000	4.661	2.138
1.576	7.505	13.049	4.661	2.138
1.582	7.517	13.091	4.669	2.146
1.587	7.547	13.134	4.669	2.138
1.593	7.566	13.189	4.677	2.146
1.598	7.590	13.219	4.677	2.154
1.604	7.614	13.268	4.685	2.146
1.609	7.633	13.311	4.677	2.154
1.615	7.657	13.359	4.685	2.146
1.621	7.675	13.402	4.693	2.154
1.626	7.712	13.444	4.693	2.154
1.632	7.736	13.493	4.710	2.154
1.637	7.754	13.530	4.710	2.154
1.643	7.773	13.572	4.718	2.162
1.648	7.797	13.621	4.710	2.162
1.654	7.827	13.651	4.718	2.162
1.659	7.858	13.700	4.710	2.162
1.665	7.876	13.755	4.718	2.171
1.671	7.907	13.791	4.726	2.162
1.676	7.925	13.834	4.734	2.162
1.682	7.949	13.883	4.734	2.171
1.687	7.967	13.919	4.734	2.179
1.693	8.004	13.962	4.743	2.171
1.698	8.016	13.992	4.743	2.162
1.704	8.047	14.041	4.759	2.171
1.709	8.071	14.096	4.759	2.179
1.715	8.095	14.120	4.759	2.179
1.720	8.120	14.169	4.767	2.179
1.726	8.138	14.212	4.775	2.195
1.732	8.156	14.254	4.767	2.187
1.737	8.180	14.285	4.775	2.195
1.743	8.205	14.327	4.783	2.195
1.748	8.229	14.382	4.783	2.187
1.754	8.247	14.419	4.783	2.187
1.759	8.266	14.461	4.800	2.187
1.765	8.284	14.498	4.800	2.187
1.770	8.314	14.540	4.800	2.195
1.776	8.339	14.577	4.816	2.195
1.782	8.357	14.620	4.816	2.195
1.787	8.375	14.656	4.808	2.212
1.793	8.406	14.699	4.824	2.195
1.798	8.418	14.753	4.841	2.195
1.804	8.430	14.784	4.833	2.203
1.809	8.461	14.827	4.841	2.203
1.815	8.491	14.875	4.849	2.212
1.820	8.509	14.906	4.857	2.220
1.826	8.515	14.954	4.857	2.220
1.831	8.534	14.985	4.874	2.220
1.837	8.558	15.027	4.865	2.236
1.843	8.570	15.064	4.882	2.220
1.848	8.588	15.100	4.882	2.228
1.854	8.607	15.143	4.874	2.228
1.859	8.619	15.192	4.882	2.220
1.865	8.649	15.228	4.898	2.228
1.870	8.661	15.277	4.906	2.228
1.876	8.661	15.301	4.906	2.236
1.881	8.686	15.338	4.898	2.236
1.887	8.710	15.381	4.915	2.244
1.893	8.722	15.417	4.915	2.236
1.898	8.735	15.466	4.915	2.244
1.904	8.753	15.508	4.931	2.253
1.909	8.777	15.545	4.923	2.244
1.915	8.783	15.581	4.939	2.244
1.920	8.808	15.618	4.939	2.253
1.926	8.820	15.655	4.947	2.253
1.931	8.844	15.697	4.956	2.253
1.937	8.862	15.734	4.947	2.261
1.942	8.868	15.764	4.964	2.244
1.948	8.899	15.807	4.964	2.253
1.954	8.911	15.849	4.964	2.261
1.959	8.935	15.886	4.972	2.261
1.965	8.942	15.928	4.980	2.269
1.970	8.966	15.971	4.972	2.269
1.976	8.984	16.002	4.980	2.261
1.981	8.996	16.038	4.988	2.269
1.987	9.021	16.081	4.996	2.269
1.992	9.033	16.111	4.996	2.269
1.998	9.051	16.148	4.996	2.269
2.004	9.075	16.190	5.005	2.277
2.009	9.082	16.227	5.005	2.269
2.015	9.106	16.269	5.013	2.277
2.020	9.124	16.306	5.013	2.285
2.026	9.130	16.342	5.021	2.285
2.031	9.155	16.385	5.029	2.285
2.037	9.173	16.416	5.037	2.285
2.042	9.185	16.446	5.037	2.269
2.048	9.197	16.483	5.029	2.285
2.053	9.228	16.525	5.037	2.277
2.059	9.228	16.562	5.037	2.277
2.065	9.258	16.598	5.054	2.293
2.070	9.264	16.635	5.054	2.285
2.076	9.282	16.677	5.046	2.293
2.081	9.301	16.708	5.062	2.302
2.087	9.325	16.744	5.070	2.310
2.092	9.349	16.775	5.070	2.302
2.098	9.362	16.823	5.078	2.310
2.103	9.386	16.854	5.078	2.310
2.109	9.410	16.897	5.087	2.293
2.115	9.423	16.927	5.087	2.318
2.120	9.441	16.957	5.087	2.310
2.126	9.465	16.988	5.087	2.310
2.131	9.471	17.018	5.087	2.318
2.137	9.496	17.067	5.103	2.310
2.142	9.520	17.110	5.103	2.302
2.148	9.538	17.134	5.111	2.318
2.153	9.556	17.170	5.111	2.318
2.159	9.581	17.213	5.111	2.318
2.164	9.605	17.250	5.128	2.318
2.170	9.630	17.286	5.136	2.326
2.176	9.648	17.323	5.144	2.318
2.181	9.666	17.353	5.144	2.318
2.187	9.696	17.384	5.136	2.334
2.192	9.709	17.414	5.160	2.334
2.198	9.733	17.451	5.144	2.334
2.203	9.757	17.493	5.168	2.343
2.209	9.788	17.524	5.177	2.334
2.214	9.794	17.566	5.152	2.343
2.220	9.812	17.597	5.168	2.326
2.226	9.830	17.627	5.168	2.351
2.231	9.861	17.664	5.185	2.343
2.237	9.879	17.706	5.185	2.343
2.242	9.897	17.737	5.193	2.359
2.248	9.916	17.773	5.185	2.343
2.253	9.940	17.810	5.193	2.351
2.259	9.958	17.828	5.218	2.351
2.264	9.970	17.877	5.226	2.359
2.270	9.995	17.901	5.226	2.359
2.275	10.007	17.938	5.226	2.359
2.281	10.025	17.974	5.226	2.359
2.287	10.050	18.011	5.234	2.367
2.292	10.068	18.053	5.242	2.375
2.298	10.098	18.078	5.259	2.367
2.303	10.117	18.108	5.242	2.375
2.309	10.135	18.145	5.250	2.384
2.314	10.159	18.175	5.259	2.375
2.320	10.171	18.218	5.267	2.375
2.325	10.190	18.248	5.291	2.384
2.331	10.220	18.279	5.291	2.392
2.337	10.238	18.321	5.300	2.392
2.342	10.257	18.346	5.291	2.392
2.348	10.275	18.382	5.291	2.392
2.353	10.293	18.419	5.308	2.400
2.359	10.317	18.455	5.316	2.392
2.364	10.336	18.498	5.324	2.392
2.370	10.354	18.528	5.308	2.400
2.375	10.378	18.553	5.332	2.400
2.381	10.397	18.577	5.332	2.408
2.386	10.421	18.626	5.349	2.425
2.392	10.445	18.668	5.340	2.416
2.398	10.464	18.686	5.365	2.416
2.403	10.488	18.717	5.365	2.416
2.409	10.500	18.753	5.373	2.425
2.414	10.524	18.796	5.373	2.425
2.420	10.549	18.827	5.381	2.425
2.425	10.567	18.857	5.390	2.425
2.431	10.585	18.893	5.390	2.425
2.436	10.604	18.924	5.398	2.425
2.442	10.616	18.960	5.406	2.433
2.448	10.640	18.991	5.414	2.433
2.453	10.658	19.034	5.414	2.433
2.459	10.677	19.058	5.422	2.441
2.464	10.695	19.094	5.431	2.449
2.470	10.719	19.131	5.439	2.457
2.475	10.738	19.161	5.447	2.457
2.481	10.750	19.192	5.455	2.465
2.486	10.774	19.228	5.455	2.457
2.492	10.786	19.271	5.463	2.465
2.497	10.805	19.295	5.480	2.465
2.503	10.823	19.338	5.488	2.474
2.509	10.847	19.368	5.488	2.465
2.514	10.853	19.399	5.496	2.465
2.520	10.878	19.423	5.504	2.465
2.525	10.896	19.472	5.512	2.474
2.531	10.914	19.502	5.512	2.490
2.536	10.926	19.533	5.521	2.498
2.542	10.938	19.569	5.529	2.498
2.547	10.957	19.606	5.529	2.498
2.553	10.981	19.630	5.545	2.506
2.559	10.993	19.673	5.553	2.498
2.564	11.012	19.697	5.562	2.506
2.570	11.018	19.728	5.562	2.506
2.575	11.042	19.764	5.578	2.506
2.581	11.072	19.801	5.570	2.506
2.586	11.085	19.831	5.578	2.523
2.592	11.103	19.874	5.586	2.506
2.597	11.115	19.898	5.594	2.515
2.603	11.139	19.935	5.611	2.523
2.608	11.164	19.965	5.619	2.531
2.614	11.182	20.008	5.611	2.531
2.620	11.188	20.044	5.619	2.539
2.625	11.212	20.069	5.635	2.531
2.631	11.225	20.099	5.627	2.531
2.636	11.243	20.148	5.652	2.539
2.642	11.261	20.178	5.652	2.539
2.647	11.273	20.196	5.660	2.539
2.653	11.292	20.239	5.668	2.556
2.658	11.310	20.269	5.684	2.547
2.664	11.322	20.306	5.676	2.556
2.670	11.334	20.336	5.684	2.556
2.675	11.352	20.361	5.693	2.547
2.681	11.371	20.403	5.701	2.564
2.686	11.389	20.440	5.701	2.572
2.692	11.401	20.476	5.709	2.564
2.697	11.426	20.507	5.717	2.572
2.703	11.438	20.531	5.742	2.572
2.708	11.444	20.574	5.734	2.580
2.714	11.468	20.610	5.750	2.572
2.719	11.480	20.635	5.750	2.580
2.725	11.493	20.677	5.758	2.580
2.731	11.517	20.714	5.758	2.597
2.736	11.523	20.744	5.766	2.597
2.742	11.541	20.781	5.775	2.597
2.747	11.559	20.811	5.775	2.597
2.753	11.572	20.836	5.791	2.588
2.758	11.590	20.878	5.783	2.605
2.764	11.608	20.909	5.807	2.613
2.769	11.614	20.945	5.799	2.605
2.775	11.639	20.976	5.799	2.613
2.781	11.657	21.006	5.824	2.613
2.786	11.675	21.043	5.816	2.621
2.792	11.693	21.073	5.832	2.637
2.797	11.706	21.116	5.832	2.621
2.803	11.724	21.140	5.832	2.629
2.808	11.742	21.177	5.848	2.637
2.814	11.748	21.213	5.857	2.637
2.819	11.773	21.237	5.865	2.637
2.825	11.785	21.274	5.865	2.629
2.830	11.809	21.317	5.873	2.637
2.836	11.815	21.335	5.889	2.637
2.842	11.827	21.371	5.897	2.654
2.847	11.852	21.402	5.889	2.646
2.853	11.870	21.432	5.897	2.654
2.858	11.894	21.469	5.906	2.637
2.864	11.894	21.499	5.914	2.654
2.869	11.913	21.536	5.914	2.654
2.875	11.937	21.572	5.930	2.654
2.880	11.943	21.615	5.930	2.654
2.886	11.967	21.645	5.930	2.662
2.892	11.980	21.670	5.938	2.662
2.897	11.998	21.706	5.947	2.670
2.903	12.010	21.737	5.955	2.662
2.908	12.022	21.767	5.955	2.678
2.914	12.040	21.804	5.971	2.670
2.919	12.059	21.840	5.971	2.678
2.925	12.077	21.858	5.988	2.687
2.930	12.095	21.901	5.988	2.678
2.936	12.101	21.932	5.988	2.687
2.941	12.120	21.974	6.004	2.703
2.947	12.138	21.992	6.012	2.695
2.953	12.150	22.023	6.004	2.678
2.958	12.168	22.065	6.020	2.687
2.964	12.187	22.096	6.020	2.695
2.969	12.199	22.132	6.037	2.703
2.975	12.205	22.169	6.045	2.711
2.980	12.229	22.193	6.029	2.711
2.986	12.247	22.230	6.045	2.711
2.991	12.254	22.260	6.045	2.703
2.997	12.284	22.303	6.053	2.719
3.003	12.290	22.333	6.069	2.728
3.008	12.314	22.364	6.053	2.719
3.014	12.314	22.388	6.078	2.728
3.019	12.333	22.425	6.086	2.728
3.025	12.351	22.455	6.078	2.728
3.030	12.363	22.486	6.094	2.719
3.036	12.381	22.522	6.094	2.728
3.041	12.394	22.559	6.102	2.728
3.047	12.406	22.589	6.102	2.736
3.052	12.424	22.626	6.102	2.752
3.058	12.448	22.650	6.110	2.744
3.064	12.448	22.686	6.119	2.744
3.069	12.467	22.717	6.135	2.744
3.075	12.485	22.760	6.143	2.744
3.080	12.497	22.778	6.135	2.752
3.086	12.515	22.808	6.135	2.752
3.091	12.521	22.845	6.143	2.752
3.097	12.540	22.875	6.151	2.760
3.102	12.552	22.912	6.151	2.752
3.108	12.564	22.948	6.168	2.760
3.114	12.576	22.973	6.176	2.760
3.119	12.595	22.997	6.176	2.760
3.125	12.601	23.034	6.184	2.760
3.130	12.619	23.070	6.184	2.769
3.136	12.631	23.107	6.184	2.760
3.141	12.643	23.143	6.192	2.785
3.147	12.655	23.167	6.201	2.777
3.152	12.661	23.198	6.217	2.769
3.158	12.686	23.228	6.201	2.777
3.163	12.692	23.259	6.209	2.793
3.169	12.698	23.289	6.225	2.777
3.175	12.722	23.332	6.225	2.785
3.180	12.728	23.350	6.241	2.793
3.186	12.747	23.387	6.241	2.793
3.191	12.753	23.411	6.241	2.785
3.197	12.765	23.448	6.241	2.785
3.202	12.783	23.478	6.250	2.793
3.208	12.783	23.514	6.250	2.793
3.213	12.795	23.551	6.241	2.801
3.219	12.814	23.581	6.258	2.809
3.225	12.826	23.606	6.266	2.809
3.230	12.832	23.636	6.258	2.801
3.236	12.844	23.667	6.282	2.809
3.241	12.862	23.703	6.266	2.809
3.247	12.868	23.728	6.274	2.818
3.252	12.868	23.764	6.291	2.818
3.258	12.881	23.788	6.282	2.818
3.263	12.911	23.819	6.291	2.809
3.269	12.917	23.849	6.299	2.809
3.274	12.923	23.886	6.282	2.818
3.280	12.935	23.910	6.299	2.818
3.286	12.942	23.941	6.307	2.818
3.291	12.960	23.965	6.299	2.826
3.297	12.972	24.008	6.315	2.818
3.302	12.984	24.032	6.315	2.826
3.308	13.002	24.075	6.323	2.818
3.313	13.002	24.093	6.323	2.826
3.319	13.015	24.129	6.323	2.834
3.324	13.027	24.148	6.332	2.834
3.330	13.033	24.190	6.323	2.834
3.336	13.051	24.215	6.332	2.826
3.341	13.057	24.239	6.332	2.842
3.347	13.069	24.269	6.332	2.834
3.352	13.082	24.300	6.340	2.842
3.358	13.088	24.330	6.348	2.842
3.363	13.100	24.355	6.356	2.826
3.369	13.112	24.385	6.348	2.826
3.374	13.124	24.422	6.356	2.834
3.380	13.136	24.452	6.348	2.842
3.385	13.142	24.476	6.364	2.859
3.391	13.149	24.519	6.364	2.834
3.397	13.167	24.550	6.356	2.859
3.402	13.167	24.562	6.356	2.842
3.408	13.185	24.598	6.364	2.842
3.413	13.197	24.623	6.373	2.859
3.419	13.209	24.653	6.364	2.850
3.424	13.216	24.683	6.373	2.842
3.430	13.234	24.714	6.381	2.859
3.435	13.234	24.738	6.373	2.859
3.441	13.252	24.769	6.381	2.850
3.447	13.258	24.793	6.381	2.850
3.452	13.258	24.830	6.373	2.842
3.458	13.276	24.860	6.389	2.850
3.463	13.289	24.884	6.389	2.859
3.469	13.289	24.903	6.389	2.850
3.474	13.307	24.945	6.389	2.850
3.480	13.325	24.964	6.397	2.859
3.485	13.325	24.988	6.397	2.850
3.491	13.331	25.018	6.405	2.859
3.496	13.343	25.037	6.405	2.859
3.502	13.349	25.061	6.413	2.850
3.508	13.362	25.097	6.397	2.875
3.513	13.374	25.128	6.405	2.859
3.519	13.380	25.158	6.405	2.867
3.524	13.380	25.183	6.405	2.850
3.530	13.392	25.213	6.405	2.859
3.535	13.392	25.231	6.405	2.867
3.541	13.410	25.262	6.413	2.859
3.546	13.416	25.292	6.405	2.850
3.552	13.423	25.311	6.405	2.867
3.558	13.435	25.341	6.397	2.875
3.563	13.435	25.371	6.413	2.867
3.569	13.441	25.390	6.422	2.867
3.574	13.453	25.426	6.413	2.875
3.580	13.459	25.451	6.413	2.867
3.585	13.459	25.475	6.413	2.859
3.591	13.471	25.493	6.413	2.859
3.596	13.471	25.536	6.405	2.867
3.602	13.483	25.554	6.413	2.867
3.607	13.489	25.572	6.405	2.859
3.613	13.489	25.597	6.413	2.867
3.619	13.502	25.621	6.413	2.850
3.624	13.508	25.651	6.413	2.867
3.630	13.514	25.676	6.413	2.867
3.635	13.520	25.694	6.413	2.859
3.641	13.520	25.725	6.413	2.859
3.646	13.538	25.743	6.405	2.859
3.652	13.538	25.779	6.405	2.867
3.657	13.550	25.804	6.405	2.859
3.663	13.556	25.822	6.397	2.850
3.669	13.569	25.846	6.397	2.859
3.674	13.581	25.871	6.405	2.850
3.680	13.587	25.889	6.413	2.867
3.685	13.599	25.913	6.405	2.842
3.691	13.605	25.932	6.413	2.850
3.696	13.611	25.968	6.389	2.867
3.702	13.623	25.986	6.397	2.859
3.707	13.623	26.011	6.405	2.850
3.713	13.642	26.041	6.397	2.859
3.718	13.630	26.053	6.397	2.859
3.724	13.654	26.084	6.397	2.850
3.730	13.648	26.108	6.405	2.859
3.735	13.660	26.132	6.397	2.850
3.741	13.666	26.151	6.397	2.875
3.746	13.672	26.169	6.389	2.842
3.752	13.684	26.193	6.397	2.859
3.757	13.684	26.218	6.397	2.842
3.763	13.696	26.242	6.389	2.842
3.768	13.696	26.260	6.397	2.859
3.774	13.715	26.285	6.373	2.859
3.780	13.715	26.303	6.381	2.850
3.785	13.721	26.333	6.389	2.842
3.791	13.727	26.346	6.381	2.842
3.796	13.739	26.370	6.389	2.842
3.802	13.739	26.394	6.373	2.842
3.807	13.751	26.413	6.373	2.842
3.813	13.763	26.431	6.381	2.859
3.818	13.776	26.449	6.373	2.834
3.824	13.776	26.479	6.373	2.842
3.829	13.782	26.492	6.373	2.850
3.835	13.794	26.516	6.381	2.834
3.841	13.800	26.522	6.373	2.842
3.846	13.812	26.546	6.364	2.842
3.852	13.818	26.571	6.373	2.842
