Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.294	1.583	11.093	-12.737	0.131	0.442	-0.123
0.297	1.589	11.081	-12.749	0.139	0.434	-0.139
0.300	1.613	11.075	-12.749	0.139	0.434	-0.123
0.302	1.626	11.069	-12.743	0.139	0.434	-0.123
0.305	1.644	11.044	-12.767	0.131	0.434	-0.131
0.308	1.656	11.038	-12.773	0.139	0.451	-0.123
0.311	1.668	11.038	-12.779	0.131	0.442	-0.131
0.314	1.686	11.026	-12.779	0.147	0.442	-0.131
0.316	1.717	11.014	-12.785	0.139	0.442	-0.131
0.319	1.723	11.014	-12.792	0.147	0.434	-0.139
0.322	1.741	10.989	-12.798	0.131	0.442	-0.131
0.325	1.741	10.983	-12.804	0.156	0.442	-0.139
0.328	1.766	10.977	-12.822	0.147	0.434	-0.123
0.330	1.778	10.965	-12.822	0.139	0.434	-0.123
0.333	1.796	10.959	-12.828	0.139	0.442	-0.131
0.336	1.814	10.947	-12.828	0.147	0.451	-0.123
0.339	1.826	10.941	-12.840	0.147	0.434	-0.131
0.342	1.845	10.935	-12.846	0.156	0.442	-0.131
0.344	1.857	10.922	-12.852	0.147	0.434	-0.131
0.347	1.869	10.922	-12.858	0.172	0.451	-0.131
0.350	1.893	10.904	-12.871	0.147	0.442	-0.131
0.353	1.906	10.898	-12.871	0.147	0.442	-0.131
0.356	1.924	10.886	-12.883	0.156	0.442	-0.139
0.358	1.930	10.880	-12.889	0.164	0.442	-0.139
0.361	1.960	10.868	-12.895	0.156	0.442	-0.139
0.364	1.973	10.862	-12.895	0.164	0.442	-0.131
0.367	1.985	10.849	-12.907	0.156	0.442	-0.139
0.370	2.009	10.849	-12.907	0.156	0.434	-0.123
0.372	2.015	10.831	-12.913	0.147	0.451	-0.131
0.375	2.021	10.825	-12.913	0.156	0.451	-0.123
0.378	2.033	10.813	-12.938	0.147	0.442	-0.131
0.381	2.058	10.813	-12.938	0.164	0.442	-0.131
0.384	2.070	10.801	-12.938	0.164	0.451	-0.131
0.386	2.082	10.795	-12.950	0.172	0.442	-0.131
0.389	2.100	10.788	-12.956	0.156	0.451	-0.139
0.392	2.113	10.782	-12.962	0.156	0.451	-0.139
0.395	2.131	10.770	-12.968	0.156	0.442	-0.147
0.398	2.137	10.764	-12.980	0.164	0.442	-0.131
0.400	2.149	10.758	-12.980	0.147	0.451	-0.131
0.403	2.174	10.746	-12.986	0.156	0.442	-0.131
0.406	2.180	10.740	-12.992	0.156	0.442	-0.131
0.409	2.210	10.740	-12.999	0.180	0.442	-0.147
0.412	2.210	10.721	-13.005	0.164	0.451	-0.139
0.414	2.228	10.703	-13.017	0.164	0.442	-0.131
0.417	2.234	10.709	-13.017	0.172	0.442	-0.139
0.420	2.253	10.697	-13.017	0.172	0.442	-0.147
0.423	2.265	10.691	-13.035	0.188	0.442	-0.147
0.426	2.277	10.685	-13.035	0.156	0.451	-0.147
0.428	2.283	10.673	-13.047	0.164	0.442	-0.139
0.431	2.295	10.667	-13.047	0.180	0.442	-0.139
0.434	2.326	10.661	-13.053	0.180	0.434	-0.139
0.437	2.332	10.648	-13.059	0.172	0.451	-0.147
0.440	2.350	10.642	-13.065	0.180	0.442	-0.139
0.442	2.362	10.636	-13.072	0.172	0.451	-0.147
0.445	2.374	10.624	-13.078	0.172	0.442	-0.147
0.448	2.393	10.612	-13.072	0.180	0.442	-0.147
0.451	2.411	10.612	-13.084	0.164	0.442	-0.156
0.454	2.423	10.606	-13.090	0.172	0.442	-0.139
0.456	2.435	10.600	-13.096	0.188	0.442	-0.147
0.459	2.447	10.588	-13.108	0.172	0.467	-0.147
0.462	2.460	10.569	-13.108	0.172	0.442	-0.147
0.465	2.478	10.563	-13.114	0.188	0.451	-0.139
0.468	2.484	10.551	-13.126	0.172	0.434	-0.147
0.470	2.508	10.545	-13.132	0.180	0.451	-0.147
0.473	2.521	10.539	-13.132	0.188	0.442	-0.164
0.476	2.533	10.533	-13.145	0.188	0.451	-0.147
0.479	2.545	10.521	-13.157	0.188	0.459	-0.156
0.482	2.563	10.514	-13.163	0.172	0.442	-0.147
0.484	2.569	10.508	-13.157	0.180	0.442	-0.164
0.487	2.606	10.496	-13.175	0.188	0.442	-0.147
0.490	2.606	10.496	-13.169	0.188	0.442	-0.139
0.493	2.612	10.478	-13.181	0.197	0.434	-0.139
0.496	2.636	10.472	-13.181	0.188	0.434	-0.156
0.498	2.642	10.466	-13.193	0.205	0.451	-0.156
0.501	2.661	10.460	-13.199	0.180	0.442	-0.164
0.504	2.679	10.448	-13.212	0.197	0.442	-0.164
0.507	2.691	10.441	-13.206	0.205	0.451	-0.147
0.510	2.703	10.441	-13.218	0.205	0.451	-0.147
0.512	2.715	10.417	-13.224	0.188	0.442	-0.156
0.515	2.734	10.423	-13.230	0.188	0.451	-0.147
0.518	2.746	10.411	-13.242	0.197	0.434	-0.156
0.521	2.758	10.399	-13.236	0.188	0.442	-0.164
0.524	2.770	10.393	-13.242	0.213	0.451	-0.164
0.526	2.782	10.387	-13.242	0.197	0.442	-0.147
0.529	2.801	10.381	-13.254	0.205	0.442	-0.156
0.532	2.807	10.374	-13.260	0.213	0.451	-0.164
0.535	2.831	10.362	-13.266	0.205	0.442	-0.164
0.538	2.837	10.362	-13.279	0.188	0.442	-0.147
0.540	2.855	10.344	-13.279	0.188	0.442	-0.147
0.543	2.861	10.338	-13.285	0.213	0.451	-0.147
0.546	2.874	10.344	-13.291	0.213	0.467	-0.164
0.549	2.892	10.332	-13.291	0.205	0.442	-0.180
0.552	2.898	10.320	-13.303	0.213	0.451	-0.156
0.554	2.916	10.314	-13.303	0.197	0.442	-0.156
0.557	2.928	10.307	-13.315	0.197	0.442	-0.164
0.560	2.941	10.295	-13.309	0.205	0.459	-0.156
0.563	2.959	10.289	-13.327	0.197	0.459	-0.156
0.566	2.971	10.277	-13.327	0.213	0.451	-0.164
0.568	2.989	10.265	-13.333	0.197	0.451	-0.164
0.571	3.002	10.265	-13.339	0.221	0.442	-0.156
0.574	3.002	10.259	-13.339	0.213	0.442	-0.156
0.577	3.026	10.247	-13.339	0.197	0.451	-0.172
0.580	3.026	10.241	-13.352	0.205	0.451	-0.164
0.582	3.056	10.234	-13.352	0.221	0.451	-0.164
0.585	3.068	10.222	-13.370	0.221	0.442	-0.164
0.588	3.075	10.210	-13.370	0.213	0.451	-0.164
0.591	3.093	10.204	-13.376	0.213	0.451	-0.164
0.594	3.111	10.198	-13.382	0.213	0.451	-0.172
0.596	3.117	10.186	-13.376	0.213	0.451	-0.164
0.599	3.129	10.186	-13.388	0.221	0.442	-0.164
0.602	3.142	10.174	-13.394	0.213	0.451	-0.164
0.605	3.154	10.167	-13.400	0.221	0.451	-0.156
0.608	3.160	10.161	-13.406	0.221	0.451	-0.172
0.610	3.184	10.155	-13.406	0.213	0.434	-0.156
0.613	3.190	10.137	-13.419	0.213	0.442	-0.172
0.616	3.209	10.131	-13.425	0.229	0.451	-0.172
0.619	3.209	10.119	-13.431	0.221	0.451	-0.164
0.622	3.239	10.119	-13.425	0.221	0.451	-0.172
0.624	3.239	10.113	-13.437	0.221	0.442	-0.164
0.627	3.257	10.100	-13.437	0.238	0.459	-0.180
0.630	3.263	10.094	-13.443	0.221	0.451	-0.164
0.633	3.288	10.094	-13.455	0.221	0.459	-0.180
0.636	3.294	10.076	-13.449	0.205	0.459	-0.172
0.638	3.312	10.070	-13.461	0.229	0.451	-0.180
0.641	3.324	10.076	-13.461	0.221	0.442	-0.180
0.644	3.336	10.058	-13.467	0.229	0.451	-0.180
0.647	3.355	10.046	-13.467	0.221	0.459	-0.172
0.650	3.361	10.034	-13.473	0.221	0.442	-0.180
0.652	3.367	10.027	-13.486	0.238	0.459	-0.180
0.655	3.391	10.021	-13.492	0.221	0.451	-0.180
0.658	3.391	10.009	-13.492	0.229	0.451	-0.180
0.661	3.409	10.009	-13.504	0.221	0.442	-0.172
0.664	3.428	9.997	-13.492	0.238	0.451	-0.180
0.666	3.440	9.991	-13.504	0.213	0.451	-0.172
0.669	3.452	9.979	-13.504	0.229	0.442	-0.172
0.672	3.464	9.967	-13.516	0.229	0.459	-0.172
0.675	3.470	9.967	-13.522	0.229	0.451	-0.180
0.678	3.489	9.960	-13.528	0.238	0.451	-0.164
0.680	3.501	9.948	-13.534	0.238	0.451	-0.172
0.683	3.501	9.936	-13.534	0.229	0.451	-0.180
0.686	3.525	9.936	-13.534	0.238	0.434	-0.180
0.689	3.531	9.924	-13.546	0.221	0.451	-0.180
0.692	3.543	9.918	-13.546	0.221	0.451	-0.180
0.694	3.562	9.906	-13.553	0.246	0.451	-0.180
0.697	3.574	9.893	-13.553	0.229	0.459	-0.188
0.700	3.598	9.893	-13.553	0.221	0.459	-0.172
0.703	3.610	9.881	-13.559	0.246	0.451	-0.188
0.706	3.616	9.869	-13.565	0.238	0.451	-0.188
0.708	3.641	9.857	-13.571	0.238	0.451	-0.188
0.711	3.647	9.857	-13.577	0.229	0.451	-0.188
0.714	3.659	9.845	-13.577	0.246	0.451	-0.197
0.717	3.665	9.839	-13.589	0.246	0.459	-0.197
0.720	3.677	9.833	-13.595	0.238	0.451	-0.188
0.722	3.696	9.820	-13.595	0.238	0.451	-0.180
0.725	3.708	9.808	-13.601	0.238	0.451	-0.197
0.728	3.720	9.802	-13.601	0.246	0.442	-0.188
0.731	3.738	9.796	-13.607	0.254	0.451	-0.197
0.734	3.744	9.778	-13.607	0.238	0.451	-0.180
0.736	3.756	9.772	-13.613	0.246	0.451	-0.180
0.739	3.769	9.766	-13.620	0.246	0.442	-0.197
0.742	3.781	9.760	-13.620	0.246	0.442	-0.188
0.745	3.799	9.747	-13.620	0.254	0.459	-0.197
0.748	3.799	9.735	-13.626	0.246	0.451	-0.188
0.750	3.823	9.735	-13.626	0.246	0.451	-0.188
0.753	3.836	9.723	-13.632	0.238	0.459	-0.188
0.756	3.842	9.711	-13.644	0.246	0.451	-0.188
0.759	3.854	9.705	-13.650	0.246	0.451	-0.188
0.762	3.866	9.699	-13.650	0.254	0.451	-0.205
0.764	3.884	9.686	-13.650	0.262	0.459	-0.180
0.767	3.897	9.693	-13.656	0.270	0.459	-0.180
0.770	3.915	9.668	-13.656	0.254	0.451	-0.188
0.773	3.921	9.662	-13.662	0.254	0.451	-0.197
0.776	3.915	9.662	-13.668	0.254	0.442	-0.197
0.778	3.945	9.638	-13.668	0.262	0.442	-0.188
0.781	3.957	9.626	-13.668	0.254	0.451	-0.197
0.784	3.970	9.620	-13.668	0.246	0.451	-0.188
0.787	3.976	9.632	-13.680	0.262	0.459	-0.197
0.790	3.994	9.613	-13.686	0.270	0.451	-0.197
0.792	4.006	9.595	-13.693	0.262	0.451	-0.205
0.795	4.024	9.595	-13.693	0.262	0.459	-0.197
0.798	4.030	9.583	-13.699	0.270	0.442	-0.197
0.801	4.049	9.571	-13.693	0.270	0.451	-0.205
0.804	4.061	9.571	-13.699	0.254	0.451	-0.197
0.806	4.067	9.540	-13.705	0.254	0.434	-0.197
