Time (ms)	Ch1 V	Ch2 V	Ch3 V	Ch1 A	Ch2 A	Ch3 A
0.451	2.703	9.419	-13.997	-0.180	0.426	-0.164
0.453	2.715	9.406	-13.991	-0.180	0.434	-0.188
0.456	2.728	9.400	-14.003	-0.180	0.442	-0.172
0.458	2.734	9.400	-13.997	-0.180	0.426	-0.180
0.461	2.758	9.400	-14.009	-0.164	0.434	-0.188
0.463	2.770	9.394	-14.003	-0.180	0.451	-0.188
0.465	2.776	9.388	-14.009	-0.172	0.434	-0.180
0.468	2.801	9.376	-14.009	-0.172	0.434	-0.180
0.470	2.807	9.376	-14.015	-0.164	0.442	-0.180
0.473	2.831	9.370	-14.015	-0.164	0.434	-0.188
0.475	2.837	9.364	-14.015	-0.156	0.434	-0.188
0.478	2.855	9.364	-14.015	-0.172	0.434	-0.180
0.480	2.868	9.358	-14.009	-0.180	0.434	-0.188
0.483	2.886	9.352	-14.021	-0.164	0.434	-0.180
0.485	2.898	9.352	-14.021	-0.164	0.434	-0.188
0.488	2.910	9.339	-14.021	-0.180	0.434	-0.180
0.490	2.922	9.346	-14.027	-0.164	0.426	-0.188
0.492	2.935	9.333	-14.027	-0.164	0.434	-0.180
0.495	2.953	9.327	-14.034	-0.147	0.442	-0.188
0.497	2.959	9.327	-14.021	-0.156	0.434	-0.197
0.500	2.977	9.321	-14.034	-0.172	0.426	-0.188
0.502	2.983	9.303	-14.040	-0.156	0.434	-0.180
0.505	3.002	9.297	-14.034	-0.147	0.434	-0.188
0.507	3.020	9.297	-14.040	-0.180	0.434	-0.188
0.510	3.032	9.297	-14.046	-0.164	0.442	-0.188
0.512	3.044	9.291	-14.046	-0.164	0.434	-0.188
0.514	3.050	9.279	-14.034	-0.172	0.434	-0.197
0.517	3.068	9.279	-14.046	-0.156	0.442	-0.188
0.519	3.087	9.272	-14.046	-0.172	0.434	-0.205
0.522	3.093	9.266	-14.046	-0.139	0.434	-0.188
0.524	3.111	9.254	-14.052	-0.164	0.434	-0.188
0.527	3.123	9.248	-14.046	-0.147	0.434	-0.205
0.529	3.135	9.248	-14.046	-0.156	0.434	-0.188
